payment_date,payment_month,supplier,expense_type,expense_area,supplier_type,supplier_post_code,amount,transaction_number,description
2024-06-20,2024-06-01 00:00:00,LONDON BOROUGH OF ISLINGTON,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Grant,N7 7ep,186975.58,603954,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-06-20,2024-06-01 00:00:00,KINGSTON UPON HULL CITY COUNCIL,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Wga Only,Hu1 2ab,211000.0,603953,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-06-20,2024-06-01 00:00:00,NEWCASTLE CITY COUNCIL,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Wga Only,Ne3 9bh,1032345.49,603964,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-06-20,2024-06-01 00:00:00,NOTTINGHAM CITY COUNCIL,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Wga Only,Ng2 3ng,5000000.0,603966,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-06-20,2024-06-01 00:00:00,ROYAL BOROUGH OF KENSINGTON & CHELSEA,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Vendor,W8 7nx,417000.0,603971,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-06-20,2024-06-01 00:00:00,STEVENAGE BOROUGH COUNCIL,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Grant,Sg1 1hn,147536.73,603984,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-06-20,2024-06-01 00:00:00,WEST MIDLANDS COMBINED AUTHORITY,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Grant,B19 3sd,219274.86,603992,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-06-20,2024-06-01 00:00:00,WEST NORTHAMPTONSHIRE COUNCIL,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Grant,Nn1 1ed,259454.99,603993,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-06-20,2024-06-01 00:00:00,CITY OF WOLVERHAMPTON COUNCIL,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Grant,Wv1 1rl,260451.6,603999,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-06-20,2024-06-01 00:00:00,ACTUATION LAB LTD,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Vendor,Bs3 4ag,99302.41,603913,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish
2024-06-20,2024-06-01 00:00:00,INTERNATIONAL CRIMINAL POLICE ORGANIZATION (INTERPOL),Current Grants To Overseas Bodies,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Protection Directorate",Vendor,69006,640000.0,603083,Desnz - Counter Nuclear Smuggling-current Grants To Overseas Bodies
2024-06-20,2024-06-01 00:00:00,NUCLEAR DECOMMISSIONING AUTHORITY,Other Professional Services,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Protection Directorate",Vendor,Sw1a 2eg,202050.0,603914,Desnz - Munnings-other Professional Services
2024-06-20,2024-06-01 00:00:00,PA CONSULTING SERVICES LTD,Financial Advice And Services,Desnz - Energy Infrastructure - Desnz - Renewable Electricity Directorate,Vendor,Sw1e 5dn,60000.0,602495,Desnz - Net Zero Costs - Admin-financial Advice And Services
2024-06-20,2024-06-01 00:00:00,PA CONSULTING SERVICES LTD,Financial Advice And Services,Desnz - Energy Infrastructure - Desnz - Renewable Electricity Directorate,Vendor,Sg8 6dp,60000.0,602500,Desnz - Net Zero Costs - Admin-financial Advice And Services
2024-06-20,2024-06-01 00:00:00,CMS CAMERON MCKENNA NABARRO OLSWANG LLP,Utilisation Of Provisions - Purchase Of Goods & Services - Other,Desnz - Energy Infrastructure - Desnz - Energy Development,Vendor,S1 4hs,312870.58,603917,Desnz - Coal Health Administration Costs Including Legal Defence And Records Man-utilisation Of Provisions - Purchase Of Goods & Services - Other
2024-06-20,2024-06-01 00:00:00,CROSS KEYS HOMES LTD,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Grant,Pe2 7bz,72857.14,603943,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-06-20,2024-06-01 00:00:00,LOCAL SPACE,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Grant,E15 4bz,170768.28,603957,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-06-20,2024-06-01 00:00:00,RUGBY BOROUGH COUNCIL,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Grant,Cv21 2rr,133075.61,603974,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-06-20,2024-06-01 00:00:00,TOGETHER HOUSING ASSOCIATION,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Grant,Hx1 2eb,473000.0,603989,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-06-20,2024-06-01 00:00:00,NOTTINGHAM CITY COUNCIL,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Wga Only,Ng2 3ah,1582916.98,603259,Desnz - Hug 2-capital Grants To Local Government
2024-06-20,2024-06-01 00:00:00,BANK OF ENGLAND,Ncl - Accruals - Oda Promissory Notes,"Desnz - Net Zero, Nuclear & International - Desnz - Inz: Climate Finance & Strategy",Vendor,Ec2r 8ah,12396799.0,602845,Desnz - International Climate Finance (Icf)-Ncl - Accruals - Oda Promissory Notes
2024-06-20,2024-06-01 00:00:00,CAMBRIDGE CITY COUNCIL,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Grant,Cb2 3qj,159925.32,603937,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-06-20,2024-06-01 00:00:00,HINCKLEY AND BOSWORTH BOROUGH COUNCIL,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Grant,Le10 0fr,53791.67,603951,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-06-20,2024-06-01 00:00:00,LONDON BOROUGH OF BRENT,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Grant,Ha9 0fj,252075.0,603959,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-06-20,2024-06-01 00:00:00,OCTAVIA HOUSING,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Grant,W10 5bn,347328.0,603968,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-06-20,2024-06-01 00:00:00,ROYAL BOROUGH OF KENSINGTON & CHELSEA,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Vendor,W8 7nx,246250.0,603972,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-06-20,2024-06-01 00:00:00,ROYAL BOROUGH OF GREENWICH,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Grant,Se18 6hq,317822.99,603973,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-06-20,2024-06-01 00:00:00,UTTLESFORD DISTRICT COUNCIL,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Grant,Cb11 4er,633761.0,604001,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-06-20,2024-06-01 00:00:00,SOLAR FLOW LTD,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Vendor,Sw11 3bq,72912.6,603912,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish
2024-06-20,2024-06-01 00:00:00,CARBONLACES SOLUTIONS LIMITED,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Vendor,Nw6 1ea,73935.97,604004,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish
2024-06-20,2024-06-01 00:00:00,MILTON KEYNES COUNCIL,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Grant,Mk9 3ej,1629820.95,603962,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-06-20,2024-06-01 00:00:00,GOVERNMENT PROPERTY AGENCY,Do Not Use Rentals Under Non-pfi Operating Leases - Buildings,Ics - Integrated Corporate Services - Ics - Operations,Vendor,B3 2bj,59536.65,603878,Desnz - Devolved Admin-do Not Use Rentals Under Non-pfi Operating Leases - Buildings
2024-06-20,2024-06-01 00:00:00,BRADFORD ENERGY LTD,Capital Grants To Private Sector - Companies,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Grant,Nw6 3jl,729292.72,603928,Desnz - Green Heat Networks Fund (Ghnf)-Capital Grants To Private Sector - Companies
2024-06-20,2024-06-01 00:00:00,LONDON BOROUGH OF ENFIELD,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Wga Only,En1 3xf,106176.44,604000,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-06-20,2024-06-01 00:00:00,TEES VALLEY COMBINED AUTHORITY,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Grant,Dl2 1lu,4422343.55,603987,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-06-20,2024-06-01 00:00:00,WELWYN HATFIELD BOROUGH COUNCIL,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Grant,Al8 6ae,319546.94,603991,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-06-20,2024-06-01 00:00:00,GOVERNMENT PROPERTY AGENCY,Accommodation & Building Management,Ics - Integrated Corporate Services - Ics - Operations,Vendor,B3 2bj,33567.2,603892,Desnz - Devolved Admin-accommodation & Building Management
2024-06-20,2024-06-01 00:00:00,NSAH (ALLIANCE HOMES) LTD,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Grant,Bs20 7aw,162000.0,603967,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-06-21,2024-06-01 00:00:00,UK SHARED BUSINESS SERVICES LTD,Uksbs - Service Costs,Ics - Integrated Corporate Services - Ics - Digital,Vendor,Np10 8qq,37766.79,603562,Ics - Transition - Dsit-uksbs - Service Costs
2024-06-21,2024-06-01 00:00:00,UK SHARED BUSINESS SERVICES LTD,Uksbs - Service Costs,Ics - Integrated Corporate Services - Ics - Digital,Vendor,Np10 8qq,46644.65,603563,Ics - Transition - Desnz-uksbs - Service Costs
2024-06-21,2024-06-01 00:00:00,GARTNER UK LTD,Other It Consultancy,Ics - Integrated Corporate Services - Ics - Digital,Vendor,Tw20 9ah,399000.0,604191,Ics - Admin-other It Consultancy
2024-06-21,2024-06-01 00:00:00,AMAZON WEB SERVICES EMEA SARL,Purchase Of Intangible Software,Ics - Integrated Corporate Services - Ics - Digital,Vendor,Ec2a 2fa,76129.93,597920,Ics - Admin-purchase Of Intangible Software
2024-06-21,2024-06-01 00:00:00,UK SHARED BUSINESS SERVICES LTD,Uksbs - Service Costs,Ics - Integrated Corporate Services - Ics - Digital,Vendor,Np10 8qq,46644.65,603561,Ics - Transition - Dsit-uksbs - Service Costs
2024-06-21,2024-06-01 00:00:00,UK SHARED BUSINESS SERVICES LTD,Uksbs - Service Costs,Ics - Integrated Corporate Services - Ics - Digital,Vendor,Np10 8qq,37766.79,603564,Ics - Transition - Desnz-uksbs - Service Costs
2024-06-21,2024-06-01 00:00:00,AMAZON WEB SERVICES EMEA SARL,Purchase Of Intangible Software,Ics - Integrated Corporate Services - Ics - Digital,Vendor,Ec2a 2fa,73748.1,601212,Ics - Admin-purchase Of Intangible Software
2024-06-24,2024-06-01 00:00:00,MILTON KEYNES ENERGY LTD,Capital Grants To Private Sector - Companies,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Grant,Ls1 5ab,49703.17,604412,Desnz - Green Heat Networks Fund (Ghnf)-Capital Grants To Private Sector - Companies
2024-06-24,2024-06-01 00:00:00,TURNER AND TOWNSEND CONSULTING LTD,Technical Advice / Services & Support,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Vendor,Ls18 4gh,193204.63,598513,Desnz - Social Housing Decarbonisation Fund (Shdf)-Technical Advice / Services & Support
2024-06-24,2024-06-01 00:00:00,SYNAPTEC LTD,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Grant,G1 1xw,40930.54,604392,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish
2024-06-24,2024-06-01 00:00:00,GE-HITACHI NUCLEAR ENERGY INTERNATIONAL LLC,Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - New Nuclear Strategy And Fusion Energy And Advanced Nuclear Technologies",Grant,W6 8pw,47462.98,604461,Desnz - Future Nuclear Enabling Fund-current Grants To Private Sector - Npish
2024-06-24,2024-06-01 00:00:00,UNIVERSITY OF LONDON,Capital Grants To Private Sector - Companies,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Vendor,Wc1e 7hu,85790.36,604413,Desnz - Green Heat Networks Fund (Ghnf)-Capital Grants To Private Sector - Companies
2024-06-24,2024-06-01 00:00:00,EXETER ENERGY LTD,Capital Grants To Private Sector - Companies,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Grant,Ls1 5ab,381372.0,604415,Desnz - Green Heat Networks Fund (Ghnf)-Capital Grants To Private Sector - Companies
2024-06-24,2024-06-01 00:00:00,VEOLIA ENERGY UTILITY SERVICES UK LTD,Capital Grants To Private Sector - Companies,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Grant,N1 9jy,296862.0,604422,Desnz - Green Heat Networks Fund (Ghnf)-Capital Grants To Private Sector - Companies
2024-06-24,2024-06-01 00:00:00,GLASS FUTURES LTD,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Vendor,S35 2py,289011.36,604463,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Outsourced Other
2024-06-24,2024-06-01 00:00:00,VITAL ENERGI UTILITIES LTD,Capital Grants To Private Sector - Companies,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Vendor,Bb1 2ld,29248.0,604409,Desnz - Green Heat Networks Fund (Ghnf)-Capital Grants To Private Sector - Companies
2024-06-24,2024-06-01 00:00:00,METROPOLITAN HOUSING TRUST LTD,Capital Grants To Private Sector - Companies,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Grant,N14 6pw,28195.08,604411,Desnz - Green Heat Networks Fund (Ghnf)-Capital Grants To Private Sector - Companies
2024-06-24,2024-06-01 00:00:00,TURNER AND TOWNSEND CONSULTING LTD,Technical Advice / Services & Support,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Vendor,Ls18 4gh,134873.1,598513,Desnz - Hug 2-technical Advice / Services & Support
2024-06-24,2024-06-01 00:00:00,OVE ARUP AND PARTNERS LTD,Research And Development Expenditure,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Vendor,W1t 4bq,69069.0,604404,Desnz - Heat Networks Zoning-research And Development Expenditure
2024-06-24,2024-06-01 00:00:00,CHEESECAKE ENERGY LTD,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Vendor,Ng7 2tu,406282.9,604427,Desnz - Net Zero Innovation - Smart-r & D Outsourced Other
2024-06-24,2024-06-01 00:00:00,WINNING MOVES LTD,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Grant,B3 2aa,50378.18,599741,Desnz - Net Zero Costs - Admin-capital Grants To Local Government
2024-06-25,2024-06-01 00:00:00,STOLI CATALYSTS LTD,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Grant,Cv35 9ef,67090.79,604713,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Current Grants To Private Sector - Npish
2024-06-25,2024-06-01 00:00:00,KENSA HEAT PUMPS LTD,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Grant,Tr4 8rj,70622.23,603908,Desnz - Net Zero Innovation - Built-r & D Current Grants To Private Sector - Npish
2024-06-25,2024-06-01 00:00:00,EXERGY3 LTD,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Vendor,Eh4 2hs,165739.75,604393,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Outsourced Other
2024-06-25,2024-06-01 00:00:00,OECD (ORGANISATION FOR ECONOMIC CO-OPERATION AND DEVELOPMENT),International Subscriptions,"Desnz - Net Zero, Nuclear & International - Desnz - Inz: Trade & Energy",Vendor,Cedex 16,170000.0,604680,Desnz - Iea Annual Budget Contribution-international Subscriptions
2024-06-25,2024-06-01 00:00:00,OFFICE OF GAS AND ELECTRICITY MARKETS (OFGEM),Administration Of Grants And Awards,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Grant,E14 4pu,920948.06,604932,Desnz - Boiler Upgrade Scheme (Programme)-Administration Of Grants And Awards
2024-06-25,2024-06-01 00:00:00,PLAN B INTERNATIONAL SOLUTIONS LTD,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Vendor,Pl6 5wr,81097.26,604701,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Current Grants To Private Sector - Npish
