payment_date,payment_month,supplier,expense_type,expense_area,supplier_type,supplier_post_code,amount,transaction_number,description
2024-06-18,2024-06-01 00:00:00,RICARDO-AEA LTD,Contractor Expenditure,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,Vendor,Ox11 0qr,90792.78,603520,Desnz - Chp Quality Assurance Programme-contractor Expenditure
2024-06-18,2024-06-01 00:00:00,BARINGA PARTNERS LLP,Other Technical Professional Services,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Smart Metering Implementation Programme,Vendor,Sw1e 6aj,46620.0,603525,Desnz - Roll-out Of Smart Meters-other Technical Professional Services
2024-06-18,2024-06-01 00:00:00,BARINGA PARTNERS LLP,Other Technical Professional Services,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Smart Metering Implementation Programme,Vendor,Sw1e 6aj,34650.0,603097,Desnz - Roll-out Of Smart Meters-other Technical Professional Services
2024-06-18,2024-06-01 00:00:00,OVE ARUP AND PARTNERS LTD,R & D Technical Advice/Services And Support,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Vendor,W1t 4bj,60105.0,603265,Desnz - Hydrogen Heating - Cdel Expenditure-r & D Technical Advice/Services And Support
2024-06-18,2024-06-01 00:00:00,ERNST AND YOUNG LLP,Technical Advice / Services & Support,Ics - Integrated Corporate Services - Ics - Digital,Vendor,Se1 2af,68425.0,598475,Ics - Admin-technical Advice / Services & Support
2024-06-18,2024-06-01 00:00:00,THE ROYAL UNITED SERVICES INSTITUTE FOR DEFENCE AND SECURITY STUDIES (RUSI),Economic Consultancy & Research,"Desnz - Net Zero, Nuclear & International - Desnz - Inz: Climate Finance & Strategy",Vendor,Sw1a 2et,37350.0,603078,Desnz - Climate Change Economic Analysis-economic Consultancy & Research
2024-06-18,2024-06-01 00:00:00,ERNST AND YOUNG LLP,Technical Advice / Services & Support,Ics - Integrated Corporate Services - Ics - Digital,Vendor,Se1 2af,59525.0,594596,Ics - Admin-technical Advice / Services & Support
2024-06-18,2024-06-01 00:00:00,RICARDO-AEA LTD,Administration Of Grants And Awards,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,Vendor,Ox11 0qr,49612.89,603521,Desnz - Industrial Energy Transformation Scheme-administration Of Grants And Awards
2024-06-18,2024-06-01 00:00:00,RICARDO-AEA LTD,Economic Consultancy & Research,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,Vendor,Ox11 0qr,34815.0,601961,Desnz - Carbon Hydrogen And Industry Analysis-economic Consultancy & Research
2024-06-18,2024-06-01 00:00:00,OVE ARUP AND PARTNERS LTD,R & D Technical Advice/Services And Support,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Vendor,W1t 4bj,57961.25,603264,Desnz - Hydrogen Heating - Cdel Expenditure-r & D Technical Advice/Services And Support
2024-06-18,2024-06-01 00:00:00,SHEFFIELD CITY COUNCIL,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Wga Only,S1 2hh,175036.76,603258,Desnz - Hug 2-capital Grants To Local Government
2024-06-18,2024-06-01 00:00:00,NATIONAL NUCLEAR LABORATORY LTD,Technical Advice / Services & Support,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Power And Decommissioning",Vendor,Wa3 6ae,49999.99,603088,Desnz - Net Zero - Nnl Facilities-technical Advice / Services & Support
2024-06-18,2024-06-01 00:00:00,REMEDIIATE (UK) LTD,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Grant,Kt12 3hs,111086.43,598511,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Current Grants To Private Sector - Npish
2024-06-18,2024-06-01 00:00:00,ENGAGE CONSULTING LTD,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Vendor,Ec2n 1hn,28100.0,603101,Desnz - Net Zero Innovation - Smart-r & D Outsourced Other
2024-06-19,2024-06-01 00:00:00,CAMBRIDGESHIRE AND PETERBOROUGH COMBINED AUTHORITY,Current Grants To Local Government,"Desnz - Net Zero, Nuclear & International - Desnz - Net Zero Strategy",Grant,Pe29 3tn,70000.0,603869,Desnz - Local Energy-current Grants To Local Government
2024-06-19,2024-06-01 00:00:00,UK SHARED BUSINESS SERVICES LTD,Uksbs - Service Costs,Ics - Integrated Corporate Services - Ics - Digital,Vendor,Np10 8qq,467289.0,603560,Ics - Desnz Cs Admin-uksbs - Service Costs
2024-06-19,2024-06-01 00:00:00,CAMBRIDGESHIRE AND PETERBOROUGH COMBINED AUTHORITY,Current Grants To Local Government,"Desnz - Net Zero, Nuclear & International - Desnz - Net Zero Strategy",Grant,Pe29 3tn,400000.0,603869,Desnz - Local Energy-current Grants To Local Government
2024-06-19,2024-06-01 00:00:00,PROMETHEAN PARTICLES LTD,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Grant,Ng7 3ef,47665.38,603875,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Current Grants To Private Sector - Npish
2024-06-19,2024-06-01 00:00:00,WEST OF ENGLAND COMBINED AUTHORITY,Current Grants To Local Government,"Desnz - Net Zero, Nuclear & International - Desnz - Net Zero Strategy",Grant,Bs1 6al,400000.0,603866,Desnz - Local Energy-current Grants To Local Government
2024-06-19,2024-06-01 00:00:00,SWITCHEE LTD,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Grant,Se1 9eq,69202.32,603632,Desnz - Net Zero Innovation - Built-r & D Current Grants To Private Sector - Npish
2024-06-19,2024-06-01 00:00:00,OFFICE FOR NATIONAL STATISTICS,Recruitment Advice And Services,Desnz - Energy Markets & Supply - Desnz - Analysis Directorate,Wga Only,Np10 8xg,33000.0,603105,Desnz - Devolved Admin-recruitment Advice And Services
2024-06-19,2024-06-01 00:00:00,NOTTINGHAM CITY COUNCIL,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Wga Only,Ng2 3ah,2609462.03,603260,Desnz - Hug 2-capital Grants To Local Government
2024-06-19,2024-06-01 00:00:00,CAMBRIDGESHIRE AND PETERBOROUGH COMBINED AUTHORITY,Current Grants To Local Government,"Desnz - Net Zero, Nuclear & International - Desnz - Net Zero Strategy",Grant,Pe29 3tn,1400000.0,603857,Desnz - Local Energy-current Grants To Local Government
2024-06-19,2024-06-01 00:00:00,LIVERPOOL CITY REGION COMBINED AUTHORITY,Current Grants To Local Government,"Desnz - Net Zero, Nuclear & International - Desnz - Net Zero Strategy",Vendor,L3 1bp,910000.0,603868,Desnz - Local Energy-current Grants To Local Government
2024-06-19,2024-06-01 00:00:00,CAMBRIDGESHIRE AND PETERBOROUGH COMBINED AUTHORITY,Current Grants To Local Government,"Desnz - Net Zero, Nuclear & International - Desnz - Net Zero Strategy",Grant,Pe29 3tn,600000.0,603869,Desnz - Local Energy-current Grants To Local Government
2024-06-19,2024-06-01 00:00:00,UNDERCOVER ZERO RESEARCH AND DEVELOPMENT CENTRE LTD,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Vendor,Tr15 3pl,68790.31,603595,Desnz - Net Zero Innovation - Hydrogen-r & D Current Grants To Private Sector - Npish
2024-06-19,2024-06-01 00:00:00,NOTTINGHAM CITY COUNCIL,Current Grants To Local Government,"Desnz - Net Zero, Nuclear & International - Desnz - Net Zero Strategy",Wga Only,Ng2 3ah,1000000.0,603860,Desnz - Local Energy-current Grants To Local Government
2024-06-19,2024-06-01 00:00:00,TEES VALLEY COMBINED AUTHORITY,Current Grants To Local Government,"Desnz - Net Zero, Nuclear & International - Desnz - Net Zero Strategy",Grant,Dl2 1lu,70000.0,603867,Desnz - Local Energy-current Grants To Local Government
2024-06-19,2024-06-01 00:00:00,JNCC SUPPORT CO,Other Professional Services,Desnz - Energy Infrastructure - Desnz - Offshore Petroleum Regulator For Environment And Decommissioning,Vendor,Pe1 1jy,50380.8,603612,Desnz - Offshore Environmental Regulation-other Professional Services
2024-06-19,2024-06-01 00:00:00,LIVERPOOL CITY REGION COMBINED AUTHORITY,Current Grants To Local Government,"Desnz - Net Zero, Nuclear & International - Desnz - Net Zero Strategy",Vendor,L3 1bp,70000.0,603868,Desnz - Local Energy-current Grants To Local Government
2024-06-19,2024-06-01 00:00:00,LIVERPOOL CITY REGION COMBINED AUTHORITY,Current Grants To Local Government,"Desnz - Net Zero, Nuclear & International - Desnz - Net Zero Strategy",Vendor,L3 1bp,400000.0,603868,Desnz - Local Energy-current Grants To Local Government
2024-06-19,2024-06-01 00:00:00,PROMETHEAN PARTICLES LTD,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Grant,Ng7 3ef,45478.48,603880,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Current Grants To Private Sector - Npish
2024-06-19,2024-06-01 00:00:00,CAMBRIDGESHIRE AND PETERBOROUGH COMBINED AUTHORITY,Current Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,Grant,Pe29 3tn,936709.0,602430,Desnz - Wht Supply Chain M&E Research & Training-current Grants To Local Government
2024-06-19,2024-06-01 00:00:00,WEST OF ENGLAND COMBINED AUTHORITY,Current Grants To Local Government,"Desnz - Net Zero, Nuclear & International - Desnz - Net Zero Strategy",Grant,Bs1 6al,1000000.0,603858,Desnz - Local Energy-current Grants To Local Government
2024-06-19,2024-06-01 00:00:00,WEST OF ENGLAND COMBINED AUTHORITY,Current Grants To Local Government,"Desnz - Net Zero, Nuclear & International - Desnz - Net Zero Strategy",Grant,Bs1 6al,70000.0,603866,Desnz - Local Energy-current Grants To Local Government
2024-06-19,2024-06-01 00:00:00,TEES VALLEY COMBINED AUTHORITY,Current Grants To Local Government,"Desnz - Net Zero, Nuclear & International - Desnz - Net Zero Strategy",Grant,Dl2 1lu,400000.0,603867,Desnz - Local Energy-current Grants To Local Government
2024-06-19,2024-06-01 00:00:00,UK SHARED BUSINESS SERVICES LTD,Uksbs - Service Costs,Ics - Integrated Corporate Services - Ics - Digital,Vendor,Np10 8qq,340463.0,603559,Ics - Dsit Cs Admin-uksbs - Service Costs
2024-06-19,2024-06-01 00:00:00,TRIAD GROUP PLC,Other It Consultancy,Ics - Integrated Corporate Services - Ics - Digital,Vendor,Gu7 1xe,83430.0,588104,Ics - Admin-other It Consultancy
2024-06-19,2024-06-01 00:00:00,LIVERPOOL CITY REGION COMBINED AUTHORITY,Current Grants To Local Government,"Desnz - Net Zero, Nuclear & International - Desnz - Net Zero Strategy",Vendor,L3 1bp,200000.0,603868,Desnz - Local Energy-current Grants To Local Government
2024-06-19,2024-06-01 00:00:00,E.ON UK CHP LTD,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Vendor,Cv4 8lg,194495.92,601211,Desnz - Net Zero Innovation - Hydrogen-r & D Current Grants To Private Sector - Npish
2024-06-19,2024-06-01 00:00:00,TRIAD GROUP PLC,It Services,Ics - Integrated Corporate Services - Ics - Digital,Vendor,Mk7 8le,70950.0,601376,Ics - Admin-it Services
2024-06-19,2024-06-01 00:00:00,WEST OF ENGLAND COMBINED AUTHORITY,Current Grants To Local Government,"Desnz - Net Zero, Nuclear & International - Desnz - Net Zero Strategy",Grant,Bs1 6al,1055000.0,603866,Desnz - Local Energy-current Grants To Local Government
2024-06-19,2024-06-01 00:00:00,CAMBRIDGESHIRE AND PETERBOROUGH COMBINED AUTHORITY,Current Grants To Local Government,"Desnz - Net Zero, Nuclear & International - Desnz - Net Zero Strategy",Grant,Pe29 3tn,1350000.0,603869,Desnz - Local Energy-current Grants To Local Government
2024-06-19,2024-06-01 00:00:00,VERIAN GROUP UK LTD,Outsourced Programme Management,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,Vendor,Sw1p 3ja,51236.48,579466,Desnz - Fuel Poverty Eco-outsourced Programme Management
2024-06-19,2024-06-01 00:00:00,TEES VALLEY COMBINED AUTHORITY,Current Grants To Local Government,"Desnz - Net Zero, Nuclear & International - Desnz - Net Zero Strategy",Grant,Dl2 1lu,500000.0,603859,Desnz - Local Energy-current Grants To Local Government
2024-06-19,2024-06-01 00:00:00,TEES VALLEY COMBINED AUTHORITY,Current Grants To Local Government,"Desnz - Net Zero, Nuclear & International - Desnz - Net Zero Strategy",Grant,Dl2 1lu,985000.0,603867,Desnz - Local Energy-current Grants To Local Government
2024-06-20,2024-06-01 00:00:00,COVENTRY CITY COUNCIL,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Wga Only,Cv1 5rr,1402567.28,603941,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-06-20,2024-06-01 00:00:00,FLAGSHIP HOUSING GROUP,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Grant,Nr1 1pd,219020.0,603947,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-06-20,2024-06-01 00:00:00,STONEWATER LTD,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Grant,Le6 8ep,537885.65,603985,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-06-20,2024-06-01 00:00:00,BLACKPOOL COUNCIL,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Grant,Fy1 3ah,25000.0,604002,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-06-20,2024-06-01 00:00:00,FLOGAS BRITAIN LTD,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Vendor,Le7 1pf,159936.51,597514,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Outsourced Other
2024-06-20,2024-06-01 00:00:00,LINKLATERS LLP,Legal Services And Advice Agency,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Projects Delivery Directorate",Vendor,Ec2y 8hq,1281655.06,601004,Desnz - New Nuclear Sizewell C (Net Zero)-Legal Services And Advice Agency
2024-06-20,2024-06-01 00:00:00,BARINGA PARTNERS LLP,Other Technical Professional Services,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings And Industry Dg Office,Vendor,Sw1e 6aj,41580.0,603886,Desnz - Net Zero Costs - Admin-other Technical Professional Services
2024-06-20,2024-06-01 00:00:00,MOTT MACDONALD LTD,Other Professional Services,"Desnz - Net Zero, Nuclear & International - Desnz - New Nuclear Strategy And Fusion Energy And Advanced Nuclear Technologies",Vendor,Cr0 2ee,288776.66,595265,Desnz - Great British Nuclear-other Professional Services
2024-06-20,2024-06-01 00:00:00,SOUTH HOLLAND DISTRICT COUNCIL,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Grant,Pe11 2xq,173200.0,603980,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-06-20,2024-06-01 00:00:00,VIVID HOUSING LTD,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Grant,Po2 8hb,390628.95,603990,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-06-20,2024-06-01 00:00:00,SOUTHERN HOUSING GROUP LTD,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Grant,Me9 8gu,40409.67,603982,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-06-20,2024-06-01 00:00:00,LONGHURST GROUP LTD,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Grant,Nn10 6bs,315512.04,603960,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-06-20,2024-06-01 00:00:00,FAIRHIVE HOMES LTD,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Grant,Hp20 2nj,178698.84,603946,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-06-20,2024-06-01 00:00:00,NORTH EAST DERBYSHIRE DISTRICT COUNCIL,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Grant,S42 6ng,458672.69,603965,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-06-20,2024-06-01 00:00:00,PEABODY TRUST,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Grant,Se1 7jb,1299006.42,603969,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-06-20,2024-06-01 00:00:00,SOUTH CAMBRIDGESHIRE DISTRICT COUNCIL,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Wga Only,Cb23 6ea,79333.33,603978,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-06-20,2024-06-01 00:00:00,HAIG HOUSING TRUST,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Grant,Sm4 5ns,224625.67,603950,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-06-20,2024-06-01 00:00:00,SOVEREIGN NETWORK HOMES LTD,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Vendor,Ha9 0hp,500000.0,603963,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-06-20,2024-06-01 00:00:00,THANET DISTRICT COUNCIL,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Grant,Ct9 1xz,242536.25,603988,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-06-20,2024-06-01 00:00:00,GOLDING HOMES LTD,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Grant,Me14 1st,175001.65,603948,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-06-20,2024-06-01 00:00:00,CITY OF YORK COUNCIL,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Grant,Yo1 6ga,155000.0,603938,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-06-20,2024-06-01 00:00:00,COLCHESTER CITY COUNCIL,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Vendor,Co3 3wg,144312.88,603939,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-06-20,2024-06-01 00:00:00,INDUCTIVE POWER PROJECTION LTD,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Vendor,Pl26 6dg,46078.7,603919,Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish
2024-06-20,2024-06-01 00:00:00,COMPACT SYNGAS SOLUTIONS LTD,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Vendor,Ch5 2qe,300526.84,602862,Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other
2024-06-20,2024-06-01 00:00:00,GOVERNMENT PROPERTY AGENCY,Accommodation & Building Management,Ics - Integrated Corporate Services - Ics - Operations,Vendor,B3 2bj,29914.54,603878,Desnz - Devolved Admin-accommodation & Building Management
2024-06-20,2024-06-01 00:00:00,GOVERNMENT PROPERTY AGENCY,Do Not Use Rentals Under Non-pfi Operating Leases - Buildings,Ics - Integrated Corporate Services - Ics - Operations,Vendor,B3 2bj,32347.5,603888,Desnz - Devolved Admin-do Not Use Rentals Under Non-pfi Operating Leases - Buildings
2024-06-20,2024-06-01 00:00:00,GOVERNMENT PROPERTY AGENCY,Accommodation & Building Management,Ics - Integrated Corporate Services - Ics - Operations,Vendor,B3 2bj,57485.8,603892,Desnz - Devolved Admin-accommodation & Building Management
2024-06-20,2024-06-01 00:00:00,LIVERPOOL CITY REGION COMBINED AUTHORITY,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Vendor,L3 1bp,4498582.19,603956,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-06-20,2024-06-01 00:00:00,LONDON BOROUGH OF BARNET,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Grant,Nw9 4ew,50000.0,603958,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-06-20,2024-06-01 00:00:00,ASHFORD BOROUGH COUNCIL,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Grant,Tn23 1pl,335533.61,603936,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-06-20,2024-06-01 00:00:00,CRAWLEY BOROUGH COUNCIL,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Vendor,Rh10 1uz,282193.38,603942,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-06-20,2024-06-01 00:00:00,HOMES PLUS LTD,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Grant,Sy9 5ab,297746.0,603952,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-06-20,2024-06-01 00:00:00,SOUTHERN HOUSING GROUP LTD,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Grant,Me9 8gu,318725.25,603983,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-06-20,2024-06-01 00:00:00,WEST OF ENGLAND COMBINED AUTHORITY,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Grant,Bs1 6al,404685.16,603994,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-06-20,2024-06-01 00:00:00,NUCLEAR DECOMMISSIONING AUTHORITY,Other Professional Services,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Protection Directorate",Vendor,Sw1a 2eg,227611.2,603906,Desnz - Munnings-other Professional Services
2024-06-20,2024-06-01 00:00:00,MEDWAY COUNCIL,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Wga Only,Me4 4tr,174086.24,603961,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-06-20,2024-06-01 00:00:00,SOUTH DERBYSHIRE DISTRICT COUNCIL,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Grant,De11 0ah,100000.0,603979,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-06-20,2024-06-01 00:00:00,WEST YORKSHIRE COMBINED AUTHORITY,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Wga Only,Ls1 2de,1095279.39,603995,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-06-20,2024-06-01 00:00:00,IBM UNITED KINGDOM LTD,It Services,Ics - Integrated Corporate Services - Ics - Digital,Vendor,Po6 3ae,109619.0,603935,Ics - Admin-it Services
2024-06-20,2024-06-01 00:00:00,LINCOLNSHIRE HOUSING PARTNERSHIP LTD,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Grant,Dn31 2lj,1891996.36,603955,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-06-20,2024-06-01 00:00:00,SANCTUARY HOUSING ASSOCIATION,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Grant,Wr1 3zq,1212394.8,603975,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-06-20,2024-06-01 00:00:00,SOUTHEND ON SEA CITY COUNCIL,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Wga Only,Ss2 6er,52281.95,603981,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-06-20,2024-06-01 00:00:00,GOVERNMENT PROPERTY AGENCY,Do Not Use Rentals Under Non-pfi Operating Leases - Buildings,Ics - Integrated Corporate Services - Ics - Operations,Vendor,B3 2bj,68652.25,603892,Desnz - Devolved Admin-do Not Use Rentals Under Non-pfi Operating Leases - Buildings
2024-06-20,2024-06-01 00:00:00,SETTLE GROUP,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Grant,Sg6 1ha,826483.0,603976,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-06-20,2024-06-01 00:00:00,SOHA HOUSING LTD,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Grant,Ox11 7nn,467947.0,603977,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-06-20,2024-06-01 00:00:00,COTTSWAY HOUSING ASSOCIATION LTD,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Grant,Ox28 4yg,91000.0,603940,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-06-20,2024-06-01 00:00:00,EXETER CITY COUNCIL,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Grant,Ex1 1jn,202850.0,603945,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-06-20,2024-06-01 00:00:00,WESTMORLAND AND FURNESS COUNCIL,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Grant,La9 4dq,300904.64,603944,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
2024-06-20,2024-06-01 00:00:00,GREENSQUAREACCORD LTD,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Grant,B70 6qg,1008710.37,603949,Desnz - Social Housing Decarbonisation Fund (Shdf)-Capital Grants To Local Government
