Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type,Invoice Number,Purchase Order Number,Cost Centre Name,NAC Code,NAC Name,Programme Code,Programme Name,Cost Centre Code,Directorate
24/09/2024,Research And Development Expenditure,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Ricardo-aea Ltd,622878,"£54,516.75",Desnz - Energy Technology List Research & Products Policy Support Services-research And Development Expenditure,Ox11 0qr,Vendor,6208267,427000000633,"Desnz - Electrification, Products, Buildings & Delivery",52241004,Research And Development Expenditure,707400,Desnz - Energy Technology List Research & Products Policy Support Services,701820,Net Zero Buildings and Industry (NZBI)
27/09/2024,Other Technical Professional Services,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Smart Metering Implementation Programme,Baringa Partners Llp,623837,"£43,290.00",Desnz - Roll-out Of Smart Meters-other Technical Professional Services,Sw1e 6aj,Vendor,40001,427000003278,Desnz - Smip - Stewardship,52114028,Other Technical Professional Services,707032,Desnz - Roll-out Of Smart Meters,700221,Net Zero Buildings and Industry (NZBI)
17/09/2024,International Subscriptions,"Desnz - Net Zero, Nuclear & International - Desnz - Inz: Trade & Energy",Rystad Energy Limited,621475,"£78,000.00",Desnz - Inz - Care Fund-international Subscriptions,Ec3a 8be,Vendor,Inv-51683,427000005457,Desnz - Inz Te - Directors Office,54154002,International Subscriptions,707376,Desnz - Inz - Care Fund,700336,"Net Zero, Nuclear & International"
04/09/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Mott Macdonald Ltd,609830,"£29,109.77",Desnz - Delivery Of Beis Energy Innovation-r & D Outsourced Other,Cr0 2ee,Vendor,100584668,427000001155,Desnz - Sice - Engineers And Research,59149194,R & D Outsourced Other,707181,Desnz - Delivery Of Beis Energy Innovation,700246,"Net Zero, Nuclear & International"
05/09/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Deep Isolation Emea Ltd,617814,"£61,981.00",Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Wc2n 4jf,Grant,Eef-1006,427000002007,Desnz - Sice - Engineers And Research,59149010,R & D Current Grants To Private Sector - Npish,707181,Desnz - Delivery Of Beis Energy Innovation,700246,"Net Zero, Nuclear & International"
03/09/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Ongen Ltd,618852,"£74,070.01",Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Eh4 2hs,Grant,Inv-1629,427000004244,Desnz - Sice - Engineers And Research,59149010,R & D Current Grants To Private Sector - Npish,707181,Desnz - Delivery Of Beis Energy Innovation,700246,"Net Zero, Nuclear & International"
03/09/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Thermulon Ltd,618853,"£53,808.00",Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Ts21 3fd,Grant,Inv-0035,427000002596,Desnz - Sice - Engineers And Research,59149010,R & D Current Grants To Private Sector - Npish,707181,Desnz - Delivery Of Beis Energy Innovation,700246,"Net Zero, Nuclear & International"
03/09/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Qdot Technology Ltd,618854,"£25,199.24",Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Ox5 1ra,Grant,Inv-eef9024-7,427000001693,Desnz - Sice - Engineers And Research,59149010,R & D Current Grants To Private Sector - Npish,707181,Desnz - Delivery Of Beis Energy Innovation,700246,"Net Zero, Nuclear & International"
04/09/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",South Bank University Enterprises Ltd,619079,"£48,751.21",Desnz - Energy Research And Studies-r & D Outsourced Other,Se1 0aa,Vendor,136219,427000003543,Desnz - Sice - Engineers And Research,59149194,R & D Outsourced Other,700238,Desnz - Energy Research And Studies,700246,"Net Zero, Nuclear & International"
04/09/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Lambda Energy Ltd,619084,"£69,343.84",Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Mk43 0al,Grant,Lein1016,427000001143,Desnz - Sice - Engineers And Research,59149010,R & D Current Grants To Private Sector - Npish,707181,Desnz - Delivery Of Beis Energy Innovation,700246,"Net Zero, Nuclear & International"
05/09/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Hexapower Ltd T/A Open Power,619265,"£70,173.66",Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Ec1v 7en,Grant,Inv-0002,427000004245,Desnz - Sice - Engineers And Research,59149010,R & D Current Grants To Private Sector - Npish,707181,Desnz - Delivery Of Beis Energy Innovation,700246,"Net Zero, Nuclear & International"
06/09/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Ucl Consultants Ltd,619754,"£546,705.00",Desnz - Energy Research And Studies-r & D Outsourced Other,W1t 4tj,Grant,215705,427000002648,Desnz - Sice - Engineers And Research,59149194,R & D Outsourced Other,700238,Desnz - Energy Research And Studies,700246,"Net Zero, Nuclear & International"
11/09/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Queen Mary University Of London,620313,"£57,190.48",Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,E1 4ns,Vendor,12489559,427000002008,Desnz - Sice - Engineers And Research,59149010,R & D Current Grants To Private Sector - Npish,707181,Desnz - Delivery Of Beis Energy Innovation,700246,"Net Zero, Nuclear & International"
11/09/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Satellite Applications Catapult Ltd,620360,"£133,773.96",Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Ox11 0qr,Vendor,In-7364,427000001425,Desnz - Sice - Engineers And Research,59149010,R & D Current Grants To Private Sector - Npish,707181,Desnz - Delivery Of Beis Energy Innovation,700246,"Net Zero, Nuclear & International"
17/09/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Milvus Advanced Ltd,621441,"£41,360.02",Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Ox9 3ez,Grant,Eef_M006,427000001690,Desnz - Sice - Engineers And Research,59149010,R & D Current Grants To Private Sector - Npish,707181,Desnz - Delivery Of Beis Energy Innovation,700246,"Net Zero, Nuclear & International"
19/09/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Fetu Ltd,621978,"£44,134.24",Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Hx5 9hh,Grant,10,427000002020,Desnz - Sice - Engineers And Research,59149010,R & D Current Grants To Private Sector - Npish,707181,Desnz - Delivery Of Beis Energy Innovation,700246,"Net Zero, Nuclear & International"
26/09/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Rheenergise Ltd,623593,"£135,869.70",Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Nw5 1lp,Grant,Inv-0049,427000001147,Desnz - Sice - Engineers And Research,59149010,R & D Current Grants To Private Sector - Npish,707181,Desnz - Delivery Of Beis Energy Innovation,700246,"Net Zero, Nuclear & International"
27/09/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Clio Ventures Ltd,623934,"£42,276.46",Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Ec1v 2nx,Grant,Desn0003,427000004212,Desnz - Sice - Engineers And Research,59149010,R & D Current Grants To Private Sector - Npish,707181,Desnz - Delivery Of Beis Energy Innovation,700246,"Net Zero, Nuclear & International"
30/09/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Jet Engineering System Solutions Ltd,624100,"£28,497.57",Desnz - Delivery Of Beis Energy Innovation-r & D Current Grants To Private Sector - Npish,Gu14 6uu,Grant,Inv-0120,427000001679,Desnz - Sice - Engineers And Research,59149010,R & D Current Grants To Private Sector - Npish,707181,Desnz - Delivery Of Beis Energy Innovation,700246,"Net Zero, Nuclear & International"
04/09/2024,Economic Consultancy & Research,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,Nera Uk Ltd,618796,"£59,163.75",Desnz - Carbon Hydrogen And Industry Analysis-economic Consultancy & Research,W1h 5bt,Vendor,Uk8577p001,427000004782,Desnz - Industrial Energy Analysts,52114006,Economic Consultancy & Research,700298,Desnz - Carbon Hydrogen And Industry Analysis,700210,Net Zero Buildings and Industry (NZBI)
17/09/2024,Economic Consultancy & Research,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,Behavioural Insights Ltd,621698,"£29,472.50",Desnz - Carbon Hydrogen And Industry Analysis-economic Consultancy & Research,Ec4y 0ds,Grant,1652,427000004787,Desnz - Industrial Energy Analysts,52114006,Economic Consultancy & Research,700298,Desnz - Carbon Hydrogen And Industry Analysis,700210,Net Zero Buildings and Industry (NZBI)
12/09/2024,Consultancy Expenditure,Desnz - Energy Markets & Supply - Desnz - Energy Markets & Analysis,Cepa Llp,619560,"£72,972.00",Desnz - Net Zero Costs - Admin-consultancy Expenditure,Wc2a 3lj,Vendor,722,427000004551,Desnz - Ema - Reform Of Electricity Market Arrangements (Rema),52112001,Consultancy Expenditure,700259,Desnz - Net Zero Costs - Admin,701248,Energy Markets & Supply
24/09/2024,Consultancy Expenditure,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Mott Macdonald Ltd,609847,"£32,344.44",Desnz - Sice - Cdel Staff-consultancy Expenditure,Cr0 2ee,Vendor,100588929,427000001155,Desnz - Sice - Energy Innovation - Delivery,52112001,Consultancy Expenditure,700323,Desnz - Sice - Cdel Staff,700233,"Net Zero, Nuclear & International"
24/09/2024,Consultancy Expenditure,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Mott Macdonald Ltd,609853,"£26,022.41",Desnz - Sice - Cdel Staff-consultancy Expenditure,Cr0 2ee,Vendor,100596850,427000001155,Desnz - Sice - Energy Innovation - Delivery,52112001,Consultancy Expenditure,700323,Desnz - Sice - Cdel Staff,700233,"Net Zero, Nuclear & International"
09/09/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",University College London,618405,"£35,117.45",Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Current Grants To Private Sector - Npish,Wc1h 9qu,Vendor,312727,427000000494,Desnz - Sice - Energy Innovation - Delivery,59149010,R & D Current Grants To Private Sector - Npish,707350,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration,700233,"Net Zero, Nuclear & International"
02/09/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Concrete4change Ltd,618604,"£96,338.39",Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Current Grants To Private Sector - Npish,Ng7 2qj,Grant,2,427000000241,Desnz - Sice - Energy Innovation - Delivery,59149010,R & D Current Grants To Private Sector - Npish,707350,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration,700233,"Net Zero, Nuclear & International"
04/09/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Compact Syngas Solutions Ltd,619075,"£136,086.81",Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,Ch5 2qe,Vendor,Inv-2341,427000000325,Desnz - Sice - Energy Innovation - Delivery,59149194,R & D Outsourced Other,700234,Desnz - Net Zero Innovation - Bioenergy And Vc,700233,"Net Zero, Nuclear & International"
04/09/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Mott Macdonald Ltd,619228,"£30,781.99",Desnz - Delivery Of Beis Energy Innovation-r & D Outsourced Other,Cr0 2ee,Vendor,100605925,427000001155,Desnz - Sice - Energy Innovation - Delivery,59149194,R & D Outsourced Other,707181,Desnz - Delivery Of Beis Energy Innovation,700233,"Net Zero, Nuclear & International"
24/09/2024,Consultancy Expenditure,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Mott Macdonald Ltd,619238,"£29,318.63",Desnz - Sice - Cdel Staff-consultancy Expenditure,Cr0 2ee,Vendor,100605909,427000001155,Desnz - Sice - Energy Innovation - Delivery,52112001,Consultancy Expenditure,700323,Desnz - Sice - Cdel Staff,700233,"Net Zero, Nuclear & International"
05/09/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Glass Futures Ltd,619256,"£170,100.20",Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Outsourced Other,S35 2py,Vendor,Si-442,427000001822,Desnz - Sice - Energy Innovation - Delivery,59149194,R & D Outsourced Other,707350,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration,700233,"Net Zero, Nuclear & International"
05/09/2024,R & D Research And Development Expenditure,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Carbon Trust Advisory Ltd,619258,"£31,728.76",Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Research And Development Expenditure,Se1 9nt,Vendor,470016082,427000000463,Desnz - Sice - Energy Innovation - Delivery,59149003,R & D Research And Development Expenditure,707350,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration,700233,"Net Zero, Nuclear & International"
05/09/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Lapwing Energy Ltd,619278,"£33,363.50",Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,Dn10 5bz,Vendor,Si32,427000000792,Desnz - Sice - Energy Innovation - Delivery,59149194,R & D Outsourced Other,700234,Desnz - Net Zero Innovation - Bioenergy And Vc,700233,"Net Zero, Nuclear & International"
12/09/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Environmental Power International (Uk Randd) Ltd,619308,"£68,007.27",Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,Sm4 4aw,Vendor,H2/0077,427000000328,Desnz - Sice - Energy Innovation - Delivery,59149194,R & D Outsourced Other,700234,Desnz - Net Zero Innovation - Bioenergy And Vc,700233,"Net Zero, Nuclear & International"
09/09/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Glass Futures Ltd,619791,"£555,214.37",Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Outsourced Other,S35 2py,Vendor,Si-489,427000001822,Desnz - Sice - Energy Innovation - Delivery,59149194,R & D Outsourced Other,707350,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration,700233,"Net Zero, Nuclear & International"
09/09/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",New Energy Farms Eu Ltd,619793,"£179,554.25",Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,Sn8 1ne,Vendor,Inv-0075,427000000188,Desnz - Sice - Energy Innovation - Delivery,59149194,R & D Outsourced Other,700234,Desnz - Net Zero Innovation - Bioenergy And Vc,700233,"Net Zero, Nuclear & International"
09/09/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Sizewell C Ltd,619795,"£32,594.44",Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,Rh10 1qq,Vendor,1800000009,427000003067,Desnz - Sice - Energy Innovation - Delivery,59149194,R & D Outsourced Other,700234,Desnz - Net Zero Innovation - Bioenergy And Vc,700233,"Net Zero, Nuclear & International"
11/09/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Ccm Technologies Ltd,620324,"£82,995.38",Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Current Grants To Private Sector - Npish,Ox5 1pf,Vendor,198,427000002376,Desnz - Sice - Energy Innovation - Delivery,59149010,R & D Current Grants To Private Sector - Npish,707350,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration,700233,"Net Zero, Nuclear & International"
11/09/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Aecom Ltd,620337,"£27,946.03",Desnz - Delivery Of Beis Energy Innovation-r & D Outsourced Other,Al1 3lx,Vendor,28568135,427000001153,Desnz - Sice - Energy Innovation - Delivery,59149194,R & D Outsourced Other,707181,Desnz - Delivery Of Beis Energy Innovation,700233,"Net Zero, Nuclear & International"
11/09/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Glass Futures Ltd,620387,"£88,327.70",Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Outsourced Other,S35 2py,Vendor,Si-468,427000001822,Desnz - Sice - Energy Innovation - Delivery,59149194,R & D Outsourced Other,707350,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration,700233,"Net Zero, Nuclear & International"
13/09/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",C-capture Ltd,620536,"£254,793.99",Desnz - Nspf Ukraine Support-r & D Current Grants To Private Sector - Npish,Ls12 2ep,Grant,Ccap-0103,427000000239,Desnz - Sice - Energy Innovation - Delivery,59149010,R & D Current Grants To Private Sector - Npish,700350,Desnz - Nspf Ukraine Support,700233,"Net Zero, Nuclear & International"
13/09/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",The Biorenewables Development Centre Ltd,620859,"£287,091.71",Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,Yo19 5sn,Vendor,Bdcin2531,427000000693,Desnz - Sice - Energy Innovation - Delivery,59149194,R & D Outsourced Other,700234,Desnz - Net Zero Innovation - Bioenergy And Vc,700233,"Net Zero, Nuclear & International"
13/09/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Verna Earth Solutions Ltd,620860,"£235,882.69",Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,Wd6 1pn,Vendor,Inv-00124,427000000321,Desnz - Sice - Energy Innovation - Delivery,59149194,R & D Outsourced Other,700234,Desnz - Net Zero Innovation - Bioenergy And Vc,700233,"Net Zero, Nuclear & International"
17/09/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Hive Composites Ltd,621347,"£167,615.33",Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Outsourced Other,Le11 3qf,Vendor,Inv-0332,427000001816,Desnz - Sice - Energy Innovation - Delivery,59149194,R & D Outsourced Other,707350,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration,700233,"Net Zero, Nuclear & International"
17/09/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Fp Mccann,621372,"£66,395.76",Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Current Grants To Private Sector - Npish,Bt45 8qa,Grant,59268,427000001682,Desnz - Sice - Energy Innovation - Delivery,59149010,R & D Current Grants To Private Sector - Npish,707350,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration,700233,"Net Zero, Nuclear & International"
19/09/2024,Nca - Additions - Venture Capital Fund,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Clean Growth Fund Lp,621980,"£104,449.70",Desnz - Net Zero Innovation - Bioenergy And Vc-nca - Additions - Venture Capital Fund,Wc2h 0hf,Vendor,Inv-0293,427000001487,Desnz - Sice - Energy Innovation - Delivery,16922001,Nca - Additions - Venture Capital Fund,700234,Desnz - Net Zero Innovation - Bioenergy And Vc,700233,"Net Zero, Nuclear & International"
19/09/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Tetronics Technologies Ltd,621989,"£322,558.03",Desnz - Net Zero Innovation - Hydrogen-r & D Outsourced Other,Sn3 4de,Vendor,631,427000001771,Desnz - Sice - Energy Innovation - Delivery,59149194,R & D Outsourced Other,700236,Desnz - Net Zero Innovation - Hydrogen,700233,"Net Zero, Nuclear & International"
19/09/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Catagen Ltd,622195,"£239,996.58",Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Outsourced Other,Bt3 9dt,Vendor,Inv-0475,427000001041,Desnz - Sice - Energy Innovation - Delivery,59149194,R & D Outsourced Other,707350,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration,700233,"Net Zero, Nuclear & International"
19/09/2024,R & D Research And Development Expenditure,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Carbon Trust Advisory Ltd,622196,"£186,828.58",Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Research And Development Expenditure,Se1 9ax,Vendor,470015950,427000001084,Desnz - Sice - Energy Innovation - Delivery,59149003,R & D Research And Development Expenditure,700234,Desnz - Net Zero Innovation - Bioenergy And Vc,700233,"Net Zero, Nuclear & International"
25/09/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",British Ceramic Confederation Ltd,623295,"£156,749.50",Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Outsourced Other,St1 5be,Vendor,1634,427000002274,Desnz - Sice - Energy Innovation - Delivery,59149194,R & D Outsourced Other,707350,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration,700233,"Net Zero, Nuclear & International"
25/09/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Seagrown Ltd,623296,"£159,185.93",Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,Yo13 0ae,Vendor,2019818,427000000350,Desnz - Sice - Energy Innovation - Delivery,59149194,R & D Outsourced Other,700234,Desnz - Net Zero Innovation - Bioenergy And Vc,700233,"Net Zero, Nuclear & International"
25/09/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Plan B International Solutions Ltd,623316,"£91,736.18",Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Current Grants To Private Sector - Npish,Pl6 5wr,Vendor,830ct010,427000001512,Desnz - Sice - Energy Innovation - Delivery,59149010,R & D Current Grants To Private Sector - Npish,707350,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration,700233,"Net Zero, Nuclear & International"
26/09/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Concrete4change Ltd,623672,"£72,732.33",Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Current Grants To Private Sector - Npish,Ng7 2qj,Grant,3a,427000000241,Desnz - Sice - Energy Innovation - Delivery,59149010,R & D Current Grants To Private Sector - Npish,707350,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration,700233,"Net Zero, Nuclear & International"
27/09/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Colas Ltd,623838,"£44,231.55",Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Current Grants To Private Sector - Npish,B37 7yb,Grant,23000ri24000619,427000001507,Desnz - Sice - Energy Innovation - Delivery,59149010,R & D Current Grants To Private Sector - Npish,707350,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration,700233,"Net Zero, Nuclear & International"
27/09/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Ricardo Uk Ltd,623852,"£55,000.00",Desnz - Net Zero Innovation - Bioenergy And Vc-r & D Outsourced Other,Bn43 5fg,Vendor,1002036854,427000000898,Desnz - Sice - Energy Innovation - Delivery,59149194,R & D Outsourced Other,700234,Desnz - Net Zero Innovation - Bioenergy And Vc,700233,"Net Zero, Nuclear & International"
27/09/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Imperial College London,623891,"£29,352.53",Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Current Grants To Private Sector - Npish,Sw7 2az,Wga Only,202499,427000000669,Desnz - Sice - Energy Innovation - Delivery,59149010,R & D Current Grants To Private Sector - Npish,707350,Desnz - Net Zero Innovation Industry And Carbon Capture Demonstration,700233,"Net Zero, Nuclear & International"
06/09/2024,Accommodation & Building Management,Ics - Integrated Corporate Services - Ics - Operations,Government Property Agency,619595,"£31,040.90",Ics - Admin-accommodation & Building Management,B3 2bj,Vendor,00000001/35530,427000005288,Ics - Comm - Estates And Accommodation,52151001,Accommodation & Building Management,700560,Ics - Admin,708564,ICS - Integrated Corporate Services
06/09/2024,Rentals Under Ifrs 16 Leases Buildings,Ics - Integrated Corporate Services - Ics - Operations,Government Property Agency,619595,"£39,185.65",Ics - Admin-rentals Under Ifrs 16 Leases Buildings,B3 2bj,Vendor,00000001/35530,427000005288,Ics - Comm - Estates And Accommodation,58112001,Rentals Under Ifrs 16 Leases Buildings,700560,Ics - Admin,708564,ICS - Integrated Corporate Services
06/09/2024,Rentals Under Ifrs 16 Leases Buildings,Ics - Integrated Corporate Services - Ics - Operations,Government Property Agency,619599,"£133,056.00",Desnz - Devolved Admin-rentals Under Ifrs 16 Leases Buildings,B3 2bj,Vendor,00000001/35310,427000004406,Ics - Comm - Estates And Accommodation,58112001,Rentals Under Ifrs 16 Leases Buildings,700101,Desnz - Devolved Admin,708564,ICS - Integrated Corporate Services
09/09/2024,Accommodation & Building Management,Ics - Integrated Corporate Services - Ics - Operations,Government Property Agency,619805,"£28,268.49",Desnz - Devolved Admin-accommodation & Building Management,B3 2bj,Vendor,00000001/35141,427000004222,Ics - Comm - Estates And Accommodation,52151001,Accommodation & Building Management,700101,Desnz - Devolved Admin,708564,ICS - Integrated Corporate Services
12/09/2024,Ca - Gpc New Procedures,Ics - Integrated Corporate Services - Ics - Operations,Barclays Bank Plc,620766,"£55,333.93",Default-ca - Gpc New Procedures,Ts17 6yt,Vendor,Bcard Commercial 4715657957701,,Ics - Comm - Estates And Accommodation,18169024,Ca - Gpc New Procedures,0,Default,708564,ICS - Integrated Corporate Services
12/09/2024,Ca - Gpc New Procedures,Ics - Integrated Corporate Services - Ics - Operations,Barclays Bank Plc,620768,"£52,530.73",Default-ca - Gpc New Procedures,Ts17 6yt,Vendor,Bcard Commercial 4715657805977,,Ics - Comm - Estates And Accommodation,18169024,Ca - Gpc New Procedures,0,Default,708564,ICS - Integrated Corporate Services
16/09/2024,Accommodation & Building Management,Ics - Integrated Corporate Services - Ics - Operations,Government Property Agency,621190,"£80,939.63",Ics - Admin-accommodation & Building Management,B3 2bj,Vendor,00000001/35189,427000005456,Ics - Comm - Estates And Accommodation,52151001,Accommodation & Building Management,700560,Ics - Admin,708564,ICS - Integrated Corporate Services
16/09/2024,Accommodation & Building Management,Ics - Integrated Corporate Services - Ics - Operations,Government Property Agency,621193,"£26,443.21",Ics - Admin-accommodation & Building Management,B3 2bj,Vendor,00000001/35190,427000005455,Ics - Comm - Estates And Accommodation,52151001,Accommodation & Building Management,700560,Ics - Admin,708564,ICS - Integrated Corporate Services
