Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type,Invoice Number,Purchase Order Number,Cost Centre Name,NAC Code,NAC Name,Programme Code,Programme Name,Cost Centre Code,Directorate
24/09/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Chameleon Technology (Uk) Ltd,623245,"£87,994.00",Desnz - Net Zero Innovation - Built-r & D Current Grants To Private Sector - Npish,Hg3 1uf,Grant,2190,427000003995,Desnz - Sice - Energy Innovation - Strategy And Portfolio,59149010,R & D Current Grants To Private Sector - Npish,707349,Desnz - Net Zero Innovation - Built,700230,"Net Zero, Nuclear & International"
25/09/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Chameleon Technology (Uk) Ltd,623247,"£51,882.00",Desnz - Net Zero Innovation - Built-r & D Current Grants To Private Sector - Npish,Hg3 1uf,Grant,2189,427000003995,Desnz - Sice - Energy Innovation - Strategy And Portfolio,59149010,R & D Current Grants To Private Sector - Npish,707349,Desnz - Net Zero Innovation - Built,700230,"Net Zero, Nuclear & International"
27/09/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Rheenergise Ltd,623313,"£275,778.73",Desnz - Net Zero Innovation - Smart-r & D Outsourced Other,Nw5 1lp,Grant,Inv-0066,427000000624,Desnz - Sice - Energy Innovation - Strategy And Portfolio,59149194,R & D Outsourced Other,707351,Desnz - Net Zero Innovation - Smart,700230,"Net Zero, Nuclear & International"
27/09/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Technopolis Ltd,623594,"£32,631.75",Desnz - Net Zero Innovation - Smart-r & D Outsourced Other,Bn1 1ee,Vendor,3863,427000001093,Desnz - Sice - Energy Innovation - Strategy And Portfolio,59149194,R & D Outsourced Other,707351,Desnz - Net Zero Innovation - Smart,700230,"Net Zero, Nuclear & International"
26/09/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Clear Blue Energy Ltd,623595,"£116,268.35",Desnz - Net Zero Innovation - Built-r & D Current Grants To Private Sector - Npish,So24 9tx,Grant,139f_02,427000004711,Desnz - Sice - Energy Innovation - Strategy And Portfolio,59149010,R & D Current Grants To Private Sector - Npish,707349,Desnz - Net Zero Innovation - Built,700230,"Net Zero, Nuclear & International"
26/09/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Chameleon Technology (Uk) Ltd,623671,"£413,144.75",Desnz - Net Zero Innovation - Smart-r & D Current Grants To Private Sector - Npish,Hg3 1uf,Grant,2191,427000004235,Desnz - Sice - Energy Innovation - Strategy And Portfolio,59149010,R & D Current Grants To Private Sector - Npish,707351,Desnz - Net Zero Innovation - Smart,700230,"Net Zero, Nuclear & International"
05/09/2024,Consultancy Expenditure,Desnz - Energy Infrastructure - Desnz - Hydrogen And Industrial Carbon Capture,Ove Arup And Partners Ltd,619303,"£324,243.50",Desnz - Hydrogen And Industrial Energy Business Models-consultancy Expenditure,Ne1 3pl,Vendor,88-2408102,427000000818,Desnz - Ied - Hydrogen And Industrial Energy Business Models,52112001,Consultancy Expenditure,700300,Desnz - Hydrogen And Industrial Energy Business Models,700672,Energy Infrastructure
03/09/2024,Consultancy Expenditure,Desnz - Energy Infrastructure - Desnz - Hydrogen And Industrial Carbon Capture,Baringa Partners Llp,618847,"£28,569.77",Desnz - Hydrogen Economy-consultancy Expenditure,Sw1e 6aj,Vendor,39599,427000003874,Desnz - Idhrs And Analysis,52112001,Consultancy Expenditure,700299,Desnz - Hydrogen Economy,700685,Energy Infrastructure
20/09/2024,Consultancy Expenditure,Desnz - Energy Infrastructure - Desnz - Hydrogen And Industrial Carbon Capture,Office Of Gas And Electricity Markets (Ofgem),622289,"£217,671.00",Desnz - Hydrogen Economy-consultancy Expenditure,E14 4pu,Grant,Si/001990,427000002937,Desnz - Ied - Hydrogen Economy,52112001,Consultancy Expenditure,700299,Desnz - Hydrogen Economy,700668,Energy Infrastructure
10/09/2024,Capital Grants To Public Corporations (Pcs),"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Power And Decommissioning",National Nuclear Laboratory Ltd,615616,"£339,375.00",Desnz - Critical Infrastructure And Capability Package - Fuel Programme-capital Grants To Public Corporations (Pcs),Wa3 6ae,Vendor,4041530,427000004710,Desnz - Nuclear Capability And International,54113001,Capital Grants To Public Corporations (Pcs),700343,Desnz - Critical Infrastructure And Capability Package - Fuel Programme,700341,"Net Zero, Nuclear & International"
11/09/2024,Capital Grants To Public Corporations (Pcs),"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Power And Decommissioning",National Nuclear Laboratory Ltd,615648,"£555,000.00",Desnz - Critical Infrastructure And Capability Package - Fuel Programme-capital Grants To Public Corporations (Pcs),Wa3 6ae,Vendor,4041531,427000004712,Desnz - Nuclear Capability And International,54113001,Capital Grants To Public Corporations (Pcs),700343,Desnz - Critical Infrastructure And Capability Package - Fuel Programme,700341,"Net Zero, Nuclear & International"
12/09/2024,Capital Grants To Private Sector - Companies,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Power And Decommissioning",Springfields Fuels Ltd,620551,"£296,644.60",Desnz - Critical Infrastructure And Capability Package - Fuel Programme-capital Grants To Private Sector - Companies,Pr4 0xj,Vendor,Grantclaim09/09/24,427000001824,Desnz - Nuclear Capability And International,54115001,Capital Grants To Private Sector - Companies,700343,Desnz - Critical Infrastructure And Capability Package - Fuel Programme,700341,"Net Zero, Nuclear & International"
16/09/2024,Capital Grants To Private Sector - Companies,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Power And Decommissioning",Springfields Fuels Ltd,620588,"£190,974.93",Desnz - Critical Infrastructure And Capability Package - Fuel Programme-capital Grants To Private Sector - Companies,Pr4 0xj,Vendor,Grantclaim09/09/2024,427000002555,Desnz - Nuclear Capability And International,54115001,Capital Grants To Private Sector - Companies,700343,Desnz - Critical Infrastructure And Capability Package - Fuel Programme,700341,"Net Zero, Nuclear & International"
13/09/2024,Technical Advice / Services & Support,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Power And Decommissioning",Urenco Ltd,620810,"£83,883.29",Desnz - Medical Radioisotope Innovation Programme-technical Advice / Services & Support,Sl2 4js,Vendor,Grantclaim10/09/2024,427000003967,Desnz - Nuclear Capability And International,52112018,Technical Advice / Services & Support,700319,Desnz - Medical Radioisotope Innovation Programme,700341,"Net Zero, Nuclear & International"
18/09/2024,Capital Grants To Central Government,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Power And Decommissioning",National Nuclear Laboratory Ltd,621487,"£4,431,988.37",Desnz - Net Zero - Nnl Facilities-capital Grants To Central Government,Wa3 6ae,Vendor,Grantclaim12/09/2024,427000001076,Desnz - Nuclear Capability And International,54111001,Capital Grants To Central Government,700310,Desnz - Net Zero - Nnl Facilities,700341,"Net Zero, Nuclear & International"
19/09/2024,Capital Grants To Public Corporations (Pcs),"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Power And Decommissioning",National Nuclear Laboratory Ltd,622204,"£339,375.00",Desnz - Critical Infrastructure And Capability Package - Fuel Programme-capital Grants To Public Corporations (Pcs),Wa3 6ae,Vendor,4041709,427000004710,Desnz - Nuclear Capability And International,54113001,Capital Grants To Public Corporations (Pcs),700343,Desnz - Critical Infrastructure And Capability Package - Fuel Programme,700341,"Net Zero, Nuclear & International"
26/09/2024,Technical Advice / Services & Support,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Power And Decommissioning",National Nuclear Laboratory Ltd,623660,"£49,999.99",Desnz - Net Zero - Nnl Facilities-technical Advice / Services & Support,Wa3 6ae,Vendor,4041742,427000004273,Desnz - Nuclear Capability And International,52112018,Technical Advice / Services & Support,700310,Desnz - Net Zero - Nnl Facilities,700341,"Net Zero, Nuclear & International"
06/09/2024,It Services,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Tpximpact Ltd,619570,"£49,655.75",Desnz - Heat Networks Zoning-it Services,E1 1ew,Vendor,Intpxi1892,427000003806,Desnz - Biomethane & Heat Networks,52181026,It Services,700262,Desnz - Heat Networks Zoning,700029,Net Zero Buildings and Industry (NZBI)
06/09/2024,R & D It Services,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Tpximpact Ltd,619570,"£93,889.75",Desnz - Heat Networks Zoning-r & D It Services,E1 1ew,Vendor,Intpxi1892,427000003806,Desnz - Biomethane & Heat Networks,59146210,R & D It Services,700262,Desnz - Heat Networks Zoning,700029,Net Zero Buildings and Industry (NZBI)
11/09/2024,Legal Costs,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Burges Salmon Llp,620335,"£33,064.20",Desnz - Heat Networks Zoning-legal Costs,Bs2 0zx,Vendor,100271487,427000004170,Desnz - Biomethane & Heat Networks,52114019,Legal Costs,700262,Desnz - Heat Networks Zoning,700029,Net Zero Buildings and Industry (NZBI)
13/09/2024,Outsourced Programme Management,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Aecom Ltd,620803,"£45,600.00",Desnz - Heat Networks Zoning-outsourced Programme Management,Wc1v 6qs,Vendor,28570099,427000004814,Desnz - Biomethane & Heat Networks,52114021,Outsourced Programme Management,700262,Desnz - Heat Networks Zoning,700029,Net Zero Buildings and Industry (NZBI)
16/09/2024,Outsourced Programme Management,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Triple Point Investment Management Llp,621138,"£51,202.80",Desnz - Hnip Delivery Programme Expenditure-outsourced Programme Management,Ec4n 7af,Vendor,Hnip1073,427000000124,Desnz - Biomethane & Heat Networks,52114021,Outsourced Programme Management,707062,Desnz - Hnip Delivery Programme Expenditure,700029,Net Zero Buildings and Industry (NZBI)
16/09/2024,Administration Of Grants And Awards,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Triple Point Investment Management Llp,621139,"£487,195.01",Desnz - Green Heat Networks Fund (Ghnf)-Administration Of Grants And Awards,Ec4n 7af,Vendor,Ghnf1028,427000000123,Desnz - Biomethane & Heat Networks,52114022,Administration Of Grants And Awards,700264,Desnz - Green Heat Networks Fund (Ghnf),700029,Net Zero Buildings and Industry (NZBI)
16/09/2024,Outsourced Programme Management,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Aecom Ltd,621185,"£260,755.50",Desnz - Heat Networks Zoning-outsourced Programme Management,Wc1v 6qs,Vendor,28569744,427000004814,Desnz - Biomethane & Heat Networks,52114021,Outsourced Programme Management,700262,Desnz - Heat Networks Zoning,700029,Net Zero Buildings and Industry (NZBI)
17/09/2024,Outsourced Programme Management,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Centre For Sustainable Energy,621345,"£43,492.16",Desnz - Heat Networks Zoning-outsourced Programme Management,Bs1 3lh,Vendor,4715,427000001420,Desnz - Biomethane & Heat Networks,52114021,Outsourced Programme Management,700262,Desnz - Heat Networks Zoning,700029,Net Zero Buildings and Industry (NZBI)
19/09/2024,Outsourced Programme Management,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Aecom Ltd,621991,"£43,608.37",Desnz - Heat Networks Zoning-outsourced Programme Management,Wc1v 6qs,Vendor,28570492,427000004814,Desnz - Biomethane & Heat Networks,52114021,Outsourced Programme Management,700262,Desnz - Heat Networks Zoning,700029,Net Zero Buildings and Industry (NZBI)
19/09/2024,Capital Grants To Private Sector - Companies,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,The Guinness Partnership Ltd,622067,"£263,667.10",Desnz - Heat Networks Efficiency Scheme (Hnes)-Capital Grants To Private Sector - Companies,Ol9 7lh,Vendor,Grantclaim16/09/2024,427000002653,Desnz - Biomethane & Heat Networks,54115001,Capital Grants To Private Sector - Companies,700263,Desnz - Heat Networks Efficiency Scheme (Hnes),700029,Net Zero Buildings and Industry (NZBI)
19/09/2024,Capital Grants To Private Sector - Companies,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,The Guinness Partnership Ltd,622074,"£77,808.16",Desnz - Heat Networks Efficiency Scheme (Hnes)-Capital Grants To Private Sector - Companies,Ol9 7lh,Vendor,Grantclaim16/09/2024a,427000002097,Desnz - Biomethane & Heat Networks,54115001,Capital Grants To Private Sector - Companies,700263,Desnz - Heat Networks Efficiency Scheme (Hnes),700029,Net Zero Buildings and Industry (NZBI)
19/09/2024,Research And Development Expenditure,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Aecom Ltd,622086,"£54,180.00",Desnz - Heat Networks Zoning-research And Development Expenditure,Wc1v 6qs,Vendor,28569979,427000005217,Desnz - Biomethane & Heat Networks,52241004,Research And Development Expenditure,700262,Desnz - Heat Networks Zoning,700029,Net Zero Buildings and Industry (NZBI)
20/09/2024,Capital Grants To Private Sector - Companies,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,The Guinness Partnership Ltd,622217,"£780,039.69",Desnz - Heat Networks Efficiency Scheme (Hnes)-Capital Grants To Private Sector - Companies,Ol9 7lh,Vendor,Grantclaim17/09/2024,427000002097,Desnz - Biomethane & Heat Networks,54115001,Capital Grants To Private Sector - Companies,700263,Desnz - Heat Networks Efficiency Scheme (Hnes),700029,Net Zero Buildings and Industry (NZBI)
20/09/2024,Capital Grants To Private Sector - Companies,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,The Guinness Partnership Ltd,622280,"£172,287.90",Desnz - Heat Networks Efficiency Scheme (Hnes)-Capital Grants To Private Sector - Companies,Ol9 7lh,Vendor,Grantclaim17/09/2024a,427000002097,Desnz - Biomethane & Heat Networks,54115001,Capital Grants To Private Sector - Companies,700263,Desnz - Heat Networks Efficiency Scheme (Hnes),700029,Net Zero Buildings and Industry (NZBI)
25/09/2024,Capital Grants To Private Sector - Companies,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Exeter Energy Ltd,623297,"£236,464.00",Desnz - Green Heat Networks Fund (Ghnf)-Capital Grants To Private Sector - Companies,Ls1 5ab,Grant,Grantclaim23/09/2024,427000002504,Desnz - Biomethane & Heat Networks,54115001,Capital Grants To Private Sector - Companies,700264,Desnz - Green Heat Networks Fund (Ghnf),700029,Net Zero Buildings and Industry (NZBI)
25/09/2024,Capital Grants To Private Sector - Companies,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Greenwich Peninsula Esco Ltd,623298,"£86,667.00",Desnz - Green Heat Networks Fund (Ghnf)-Capital Grants To Private Sector - Companies,Se10 0er,Vendor,Grantclaim23/09/2024,427000003174,Desnz - Biomethane & Heat Networks,54115001,Capital Grants To Private Sector - Companies,700264,Desnz - Green Heat Networks Fund (Ghnf),700029,Net Zero Buildings and Industry (NZBI)
25/09/2024,Capital Grants To Private Sector - Companies,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Lancaster University,623299,"£180,689.40",Desnz - Green Heat Networks Fund (Ghnf)-Capital Grants To Private Sector - Companies,La1 4yw,Vendor,Grantclaim23/09/2024,427000002480,Desnz - Biomethane & Heat Networks,54115001,Capital Grants To Private Sector - Companies,700264,Desnz - Green Heat Networks Fund (Ghnf),700029,Net Zero Buildings and Industry (NZBI)
25/09/2024,Capital Grants To Private Sector - Companies,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Milton Keynes Energy Ltd,623300,"£75,494.78",Desnz - Green Heat Networks Fund (Ghnf)-Capital Grants To Private Sector - Companies,Ls1 5ab,Grant,Grantclaim23/09/2024,427000004127,Desnz - Biomethane & Heat Networks,54115001,Capital Grants To Private Sector - Companies,700264,Desnz - Green Heat Networks Fund (Ghnf),700029,Net Zero Buildings and Industry (NZBI)
