Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type,Invoice Number,Purchase Order Number,Cost Centre Name,NAC Code,NAC Name,Programme Code,Programme Name,Cost Centre Code,Directorate
21/08/2024,Purchase Of Intangible Software,Ics - Integrated Corporate Services - Ics - Digital,Amazon Web Services Emea Sarl,615460,"£74,281.66",Ics - Admin-purchase Of Intangible Software,Ec2a 2fa,Vendor,Euingb24-3091480,427000001884,Ics - Digital - Base - Technology-as-is,52183003,Purchase Of Intangible Software,700560,Ics - Admin,708833,ICS - Integrated Corporate Services
28/08/2024,Ict Infrastructure Specific Service,Ics - Integrated Corporate Services - Ics - Digital,Bsi Professional Services (Ireland) Ltd,615591,"£986,436.00",Ics - Admin-ict Infrastructure Specific Service,D18 Csk1,Vendor,96609804,427000005196,Ics - Digital - Base - Technology-as-is,52181013,Ict Infrastructure Specific Service,700560,Ics - Admin,708833,ICS - Integrated Corporate Services
29/08/2024,It Software Licences And Software Maintenance,Ics - Integrated Corporate Services - Ics - Digital,Phoenix Software Ltd,616256,"£155,446.89",Ics - Admin-it Software Licences And Software Maintenance,Yo42 1ns,Vendor,Op/I019807,427000001865,Ics - Digital - Base - Technology-as-is,52183004,It Software Licences And Software Maintenance,700560,Ics - Admin,708833,ICS - Integrated Corporate Services
29/08/2024,It Software Licences And Software Maintenance,Ics - Integrated Corporate Services - Ics - Digital,Phoenix Software Ltd,616525,"£130,353.71",Ics - Admin-it Software Licences And Software Maintenance,Yo42 1ns,Vendor,Op/I020169,427000001865,Ics - Digital - Base - Technology-as-is,52183004,It Software Licences And Software Maintenance,700560,Ics - Admin,708833,ICS - Integrated Corporate Services
22/08/2024,Outsourced Technical Support,Ics - Integrated Corporate Services - Ics - Digital,Cgi It Uk Ltd,617130,"£51,141.44",Ics - Admin-outsourced Technical Support,Ec3m 3by,Vendor,Gb014139117,427000001845,Ics - Digital - Base - Technology-as-is,52181024,Outsourced Technical Support,700560,Ics - Admin,708833,ICS - Integrated Corporate Services
13/08/2024,Capital Grants To Private Sector - Companies,Desnz - Energy Infrastructure - Desnz - Energy Systems & Networks,North Falls Offshore Wind Farm Ltd,612522,"£256,369.25",Desnz - Offshore Transmission Network Review ( Otnr)-Capital Grants To Private Sector - Companies,Sn5 6bp,Grant,Grantclaim29/07/2024,427000002972,Desnz - Es&N - Europe & Offshore Electricity Networks,54115001,Capital Grants To Private Sector - Companies,700341,Desnz - Offshore Transmission Network Review ( Otnr),701288,Energy Infrastructure
05/08/2024,Other Professional Services,Desnz - Energy Infrastructure - Desnz - Offshore Petroleum Regulator For Environment And Decommissioning,Genesis Oil & Gas Consultants Ltd,613144,"£27,749.20",Desnz - Ogmep (Oil And Gas Marine Envmt Protection)-Other Professional Services,Ec4m 8ap,Vendor,20020608,427000004264,Desnz - Opred - Envmt Regulation And Emergency Response,52114001,Other Professional Services,707278,Desnz - Ogmep (Oil And Gas Marine Envmt Protection),700285,Energy Infrastructure
05/08/2024,Ict Outsourcing & Maintenance/Support,Desnz - Energy Infrastructure - Desnz - Offshore Petroleum Regulator For Environment And Decommissioning,North Sea Transition Authority,613387,"£105,835.04",Desnz - Energy Portal Costs-ict Outsourcing & Maintenance/Support,Sw1p 3bt,Wga Only,Inv111123,427000004342,Desnz - Opred - Envmt Regulation And Emergency Response,52181001,Ict Outsourcing & Maintenance/Support,707144,Desnz - Energy Portal Costs,700285,Energy Infrastructure
16/08/2024,Ict Outsourcing & Maintenance/Support,Desnz - Energy Infrastructure - Desnz - Offshore Petroleum Regulator For Environment And Decommissioning,Fivium Ltd,616208,"£37,773.98",Desnz - Energy Portal Costs-ict Outsourcing & Maintenance/Support,Wc2n 6ah,Vendor,Inv-3535,427000004308,Desnz - Opred - Envmt Regulation And Emergency Response,52181001,Ict Outsourcing & Maintenance/Support,707144,Desnz - Energy Portal Costs,700285,Energy Infrastructure
09/08/2024,Other It Consultancy,Ics - Integrated Corporate Services - Ics - Digital,Bytes Software Services Ltd,603930,"£128,730.96",Ics - Admin-other It Consultancy,Kt22 7tw,Vendor,1314855,427000004726,Ics - Digital - Technology-as-is,52112011,Other It Consultancy,700560,Ics - Admin,708588,ICS - Integrated Corporate Services
14/08/2024,Other It Consultancy,Ics - Integrated Corporate Services - Ics - Digital,Visionist Ltd,615435,"£331,491.60",Ics - Admin-other It Consultancy,Bh24 3fg,Vendor,Inv-0692,427000000938,Ics - Digital - Technology-as-is,52112011,Other It Consultancy,700560,Ics - Admin,708588,ICS - Integrated Corporate Services
14/08/2024,Other It Consultancy,Ics - Integrated Corporate Services - Ics - Digital,Visionist Ltd,615437,"£397,647.60",Ics - Admin-other It Consultancy,Bh24 3fg,Vendor,Inv-0693,427000000937,Ics - Digital - Technology-as-is,52112011,Other It Consultancy,700560,Ics - Admin,708588,ICS - Integrated Corporate Services
14/08/2024,Other It Consultancy,Ics - Integrated Corporate Services - Ics - Digital,Visionist Ltd,615438,"£131,323.20",Ics - Admin-other It Consultancy,Bh24 3fg,Vendor,Inv-0694,427000000965,Ics - Digital - Technology-as-is,52112011,Other It Consultancy,700560,Ics - Admin,708588,ICS - Integrated Corporate Services
30/08/2024,Other It Consultancy,Ics - Integrated Corporate Services - Ics - Digital,Visionist Ltd,618205,"£190,246.78",Ics - Admin-other It Consultancy,Bh24 3fg,Vendor,Inv-0697,427000003032,Ics - Digital - Technology-as-is,52112011,Other It Consultancy,700560,Ics - Admin,708588,ICS - Integrated Corporate Services
01/08/2024,Grant-in-aid To Arms Length Bodies,"Desnz - Net Zero, Nuclear & International - Desnz - Net Zero Strategy",The Committee On Climate Change,612204,"£613,747.00",Desnz - Committee On Climate Change Grant-in-aid Payments-grant-in-aid To Arms Length Bodies,Yo1 7px,Grant,Grantclaim01/08/2024,427000005037,Desnz - Clean Growth - Sponsorship Of Ccc,54811001,Grant-in-aid To Arms Length Bodies,707197,Desnz - Committee On Climate Change Grant-in-aid Payments,700268,"Net Zero, Nuclear & International"
16/08/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Technopolis Ltd,600999,"£35,650.88",Desnz - Net Zero Innovation - Smart-r & D Outsourced Other,Bn1 1ee,Vendor,3818,427000001093,Desnz - Sice - Energy Innovation - Strategy And Portfolio,59149194,R & D Outsourced Other,707351,Desnz - Net Zero Innovation - Smart,700230,"Net Zero, Nuclear & International"
19/08/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Metis Energy Ltd,611332,"£709,853.54",Desnz - Net Zero Innovation - Smart-r & D Current Grants To Private Sector - Npish,Cf23 8xh,Vendor,Mel-sinv000021,427000004528,Desnz - Sice - Energy Innovation - Strategy And Portfolio,59149010,R & D Current Grants To Private Sector - Npish,707351,Desnz - Net Zero Innovation - Smart,700230,"Net Zero, Nuclear & International"
07/08/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Scroll Finance Ltd,611555,"£317,360.72",Desnz - Net Zero Innovation - Built-r & D Current Grants To Private Sector - Npish,Ec2y 5eb,Vendor,Inv-0015,427000003421,Desnz - Sice - Energy Innovation - Strategy And Portfolio,59149010,R & D Current Grants To Private Sector - Npish,707349,Desnz - Net Zero Innovation - Built,700230,"Net Zero, Nuclear & International"
12/08/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Clear Blue Energy Ltd,611873,"£60,908.01",Desnz - Net Zero Innovation - Built-r & D Current Grants To Private Sector - Npish,So24 9tx,Grant,139f_01,427000004711,Desnz - Sice - Energy Innovation - Strategy And Portfolio,59149010,R & D Current Grants To Private Sector - Npish,707349,Desnz - Net Zero Innovation - Built,700230,"Net Zero, Nuclear & International"
01/08/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Chameleon Technology (Uk) Ltd,612811,"£182,743.97",Desnz - Net Zero Innovation - Smart-r & D Current Grants To Private Sector - Npish,Hg3 1uf,Grant,2141,427000004235,Desnz - Sice - Energy Innovation - Strategy And Portfolio,59149010,R & D Current Grants To Private Sector - Npish,707351,Desnz - Net Zero Innovation - Smart,700230,"Net Zero, Nuclear & International"
01/08/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Rheenergise Ltd,612825,"£201,955.77",Desnz - Net Zero Innovation - Smart-r & D Outsourced Other,Nw5 1lp,Grant,Inv-0056,427000000624,Desnz - Sice - Energy Innovation - Strategy And Portfolio,59149194,R & D Outsourced Other,707351,Desnz - Net Zero Innovation - Smart,700230,"Net Zero, Nuclear & International"
01/08/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Office For Nuclear Regulation,612867,"£27,403.25",Desnz - Net Zero Innovation - Nuclear-r & D Outsourced Other,Np10 8fz,Vendor,4509566,427000000480,Desnz - Sice - Energy Innovation - Strategy And Portfolio,59149194,R & D Outsourced Other,707353,Desnz - Net Zero Innovation - Nuclear,700230,"Net Zero, Nuclear & International"
01/08/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Sunsave Group Ltd,613054,"£363,004.63",Desnz - Net Zero Innovation - Built-r & D Current Grants To Private Sector - Npish,W8 5by,Grant,Inv-0025,427000003429,Desnz - Sice - Energy Innovation - Strategy And Portfolio,59149010,R & D Current Grants To Private Sector - Npish,707349,Desnz - Net Zero Innovation - Built,700230,"Net Zero, Nuclear & International"
02/08/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Engage Consulting Ltd,613151,"£49,573.80",Desnz - Net Zero Innovation - Smart-r & D Outsourced Other,Ec2n 1hn,Vendor,Beicf001-wp1-022,427000000638,Desnz - Sice - Energy Innovation - Strategy And Portfolio,59149194,R & D Outsourced Other,707351,Desnz - Net Zero Innovation - Smart,700230,"Net Zero, Nuclear & International"
02/08/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Engage Consulting Ltd,613152,"£28,024.50",Desnz - Net Zero Innovation - Smart-r & D Outsourced Other,Ec2n 1hn,Vendor,Beicf001-wp2-017,427000000638,Desnz - Sice - Energy Innovation - Strategy And Portfolio,59149194,R & D Outsourced Other,707351,Desnz - Net Zero Innovation - Smart,700230,"Net Zero, Nuclear & International"
02/08/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Engage Consulting Ltd,613349,"£41,123.00",Desnz - Net Zero Innovation - Smart-r & D Outsourced Other,Ec2n 1hn,Vendor,Beicf001-wp3-016,427000000638,Desnz - Sice - Energy Innovation - Strategy And Portfolio,59149194,R & D Outsourced Other,707351,Desnz - Net Zero Innovation - Smart,700230,"Net Zero, Nuclear & International"
05/08/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Rsm Uk Consulting Llp,613384,"£36,775.49",Desnz - Net Zero Innovation - Smart-r & D Outsourced Other,Ec4a 4ab,Vendor,2331136,427000001095,Desnz - Sice - Energy Innovation - Strategy And Portfolio,59149194,R & D Outsourced Other,707351,Desnz - Net Zero Innovation - Smart,700230,"Net Zero, Nuclear & International"
07/08/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",University Of Sheffield,614007,"£499,689.95",Desnz - Net Zero Innovation - Smart-r & D Outsourced Other,S10 2tn,Grant,1800253525,427000000066,Desnz - Sice - Energy Innovation - Strategy And Portfolio,59149194,R & D Outsourced Other,707351,Desnz - Net Zero Innovation - Smart,700230,"Net Zero, Nuclear & International"
08/08/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Future Energy Associates Ltd,614338,"£67,684.80",Desnz - Net Zero Innovation - Smart-r & D Outsourced Other,N4 1db,Vendor,Inv-0051,427000003984,Desnz - Sice - Energy Innovation - Strategy And Portfolio,59149194,R & D Outsourced Other,707351,Desnz - Net Zero Innovation - Smart,700230,"Net Zero, Nuclear & International"
08/08/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Hildebrand Technology Ltd,614341,"£136,402.80",Desnz - Net Zero Innovation - Smart-r & D Outsourced Other,W1s 2yz,Vendor,Hildebrand1173,427000003983,Desnz - Sice - Energy Innovation - Strategy And Portfolio,59149194,R & D Outsourced Other,707351,Desnz - Net Zero Innovation - Smart,700230,"Net Zero, Nuclear & International"
09/08/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Energy Systems Catapult Services Ltd,614612,"£351,679.00",Desnz - Net Zero Innovation - Smart-r & D Outsourced Other,B4 6bs,Vendor,Escs0451,427000000903,Desnz - Sice - Energy Innovation - Strategy And Portfolio,59149194,R & D Outsourced Other,707351,Desnz - Net Zero Innovation - Smart,700230,"Net Zero, Nuclear & International"
27/08/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Metis Energy Ltd,614883,"£80,533.33",Desnz - Net Zero Innovation - Smart-r & D Current Grants To Private Sector - Npish,Cf23 8xh,Vendor,Mel-sinv000022,427000004528,Desnz - Sice - Energy Innovation - Strategy And Portfolio,59149010,R & D Current Grants To Private Sector - Npish,707351,Desnz - Net Zero Innovation - Smart,700230,"Net Zero, Nuclear & International"
13/08/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Advanced Infrastructure Technology Ltd,615118,"£215,000.00",Desnz - Net Zero Innovation - Built-r & D Outsourced Other,Cb2 1gg,Vendor,1050,427000000338,Desnz - Sice - Energy Innovation - Strategy And Portfolio,59149194,R & D Outsourced Other,707349,Desnz - Net Zero Innovation - Built,700230,"Net Zero, Nuclear & International"
13/08/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Rheenergise Ltd,615123,"£75,429.80",Desnz - Net Zero Innovation - Smart-r & D Outsourced Other,Nw5 1lp,Grant,Inv-0061,427000000624,Desnz - Sice - Energy Innovation - Strategy And Portfolio,59149194,R & D Outsourced Other,707351,Desnz - Net Zero Innovation - Smart,700230,"Net Zero, Nuclear & International"
13/08/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Rheenergise Ltd,615125,"£336,000.00",Desnz - Net Zero Innovation - Smart-r & D Outsourced Other,Nw5 1lp,Grant,Inv-0059,427000000624,Desnz - Sice - Energy Innovation - Strategy And Portfolio,59149194,R & D Outsourced Other,707351,Desnz - Net Zero Innovation - Smart,700230,"Net Zero, Nuclear & International"
13/08/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Trelleborg Retford Ltd,615126,"£39,482.37",Desnz - Net Zero Innovation - Renewables-r & D Current Grants To Private Sector - Npish,Dn22 7ax,Grant,032240072,427000001887,Desnz - Sice - Energy Innovation - Strategy And Portfolio,59149010,R & D Current Grants To Private Sector - Npish,707348,Desnz - Net Zero Innovation - Renewables,700230,"Net Zero, Nuclear & International"
13/08/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Chameleon Technology (Uk) Ltd,615128,"£249,910.10",Desnz - Net Zero Innovation - Smart-r & D Current Grants To Private Sector - Npish,Hg3 1uf,Grant,2157,427000004235,Desnz - Sice - Energy Innovation - Strategy And Portfolio,59149010,R & D Current Grants To Private Sector - Npish,707351,Desnz - Net Zero Innovation - Smart,700230,"Net Zero, Nuclear & International"
14/08/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Living Places Earth Ltd,615341,"£98,667.99",Desnz - Net Zero Innovation - Built-r & D Current Grants To Private Sector - Npish,Tn11 8jh,Vendor,Inv-0033,427000004052,Desnz - Sice - Energy Innovation - Strategy And Portfolio,59149010,R & D Current Grants To Private Sector - Npish,707349,Desnz - Net Zero Innovation - Built,700230,"Net Zero, Nuclear & International"
15/08/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Samsung Electronics Uk Ltd,615644,"£84,158.36",Desnz - Net Zero Innovation - Smart-r & D Current Grants To Private Sector - Npish,Kt160ps,Vendor,Ids004,427000000497,Desnz - Sice - Energy Innovation - Strategy And Portfolio,59149010,R & D Current Grants To Private Sector - Npish,707351,Desnz - Net Zero Innovation - Smart,700230,"Net Zero, Nuclear & International"
15/08/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Samsung Electronics Uk Ltd,615647,"£83,595.35",Desnz - Net Zero Innovation - Smart-r & D Current Grants To Private Sector - Npish,Kt160ps,Vendor,Ids005,427000000497,Desnz - Sice - Energy Innovation - Strategy And Portfolio,59149010,R & D Current Grants To Private Sector - Npish,707351,Desnz - Net Zero Innovation - Smart,700230,"Net Zero, Nuclear & International"
15/08/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Thermly Ltd,615692,"£61,221.97",Desnz - Net Zero Innovation - Built-r & D Current Grants To Private Sector - Npish,M2 6ba,Grant,Inv-0019,427000004727,Desnz - Sice - Energy Innovation - Strategy And Portfolio,59149010,R & D Current Grants To Private Sector - Npish,707349,Desnz - Net Zero Innovation - Built,700230,"Net Zero, Nuclear & International"
15/08/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Nusku Ltd,615907,"£78,435.68",Desnz - Net Zero Innovation - Built-r & D Current Grants To Private Sector - Npish,Bs34 8rb,Grant,Inv-0014,427000004597,Desnz - Sice - Energy Innovation - Strategy And Portfolio,59149010,R & D Current Grants To Private Sector - Npish,707349,Desnz - Net Zero Innovation - Built,700230,"Net Zero, Nuclear & International"
16/08/2024,Other Goods/Services,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Pricewaterhousecoopers Llp,615950,"£78,538.86",Desnz - Net Zero Innovation - Built-other Goods/Services,Wc2n 6rh,Vendor,1356218542,427000001837,Desnz - Sice - Energy Innovation - Strategy And Portfolio,52241001,Other Goods/Services,707349,Desnz - Net Zero Innovation - Built,700230,"Net Zero, Nuclear & International"
16/08/2024,Other Goods/Services,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Pricewaterhousecoopers Llp,615953,"£99,333.22",Desnz - Net Zero Innovation - Built-other Goods/Services,Wc2n 6rh,Vendor,1356217569,427000001837,Desnz - Sice - Energy Innovation - Strategy And Portfolio,52241001,Other Goods/Services,707349,Desnz - Net Zero Innovation - Built,700230,"Net Zero, Nuclear & International"
27/08/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Wondrwall Ltd,616021,"£46,105.00",Desnz - Net Zero Innovation - Built-r & D Current Grants To Private Sector - Npish,M3 3bz,Grant,2484,427000001119,Desnz - Sice - Energy Innovation - Strategy And Portfolio,59149010,R & D Current Grants To Private Sector - Npish,707349,Desnz - Net Zero Innovation - Built,700230,"Net Zero, Nuclear & International"
16/08/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Dstl (Defence Science And Technology Laboratory),616045,"£142,693.70",Desnz - Net Zero Innovation - Renewables-r & D Current Grants To Private Sector - Npish,Po14 9hl,Vendor,10003793,427000001828,Desnz - Sice - Energy Innovation - Strategy And Portfolio,59149010,R & D Current Grants To Private Sector - Npish,707348,Desnz - Net Zero Innovation - Renewables,700230,"Net Zero, Nuclear & International"
16/08/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Kensa Heat Pumps Ltd,616049,"£61,473.84",Desnz - Net Zero Innovation - Built-r & D Current Grants To Private Sector - Npish,Tr4 8rj,Grant,Inv0016643,427000001760,Desnz - Sice - Energy Innovation - Strategy And Portfolio,59149010,R & D Current Grants To Private Sector - Npish,707349,Desnz - Net Zero Innovation - Built,700230,"Net Zero, Nuclear & International"
20/08/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Chameleon Technology (Uk) Ltd,616091,"£70,981.00",Desnz - Net Zero Innovation - Built-r & D Current Grants To Private Sector - Npish,Hg3 1uf,Grant,2158,427000003995,Desnz - Sice - Energy Innovation - Strategy And Portfolio,59149010,R & D Current Grants To Private Sector - Npish,707349,Desnz - Net Zero Innovation - Built,700230,"Net Zero, Nuclear & International"
16/08/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Edge Testing Solutions Ltd,616098,"£262,777.14",Desnz - Net Zero Innovation - Smart-r & D Outsourced Other,G1 2pf,Vendor,64240143,427000000637,Desnz - Sice - Energy Innovation - Strategy And Portfolio,59149194,R & D Outsourced Other,707351,Desnz - Net Zero Innovation - Smart,700230,"Net Zero, Nuclear & International"
19/08/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Edf Energy R And D Uk Centre Ltd,616235,"£354,979.48",Desnz - Net Zero Innovation - Smart-r & D Current Grants To Private Sector - Npish,W1t 4ez,Vendor,1800000383,427000004236,Desnz - Sice - Energy Innovation - Strategy And Portfolio,59149010,R & D Current Grants To Private Sector - Npish,707351,Desnz - Net Zero Innovation - Smart,700230,"Net Zero, Nuclear & International"
22/08/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Rheenergise Ltd,617343,"£147,008.05",Desnz - Net Zero Innovation - Smart-r & D Outsourced Other,Nw5 1lp,Grant,Inv-0063,427000000624,Desnz - Sice - Energy Innovation - Strategy And Portfolio,59149194,R & D Outsourced Other,707351,Desnz - Net Zero Innovation - Smart,700230,"Net Zero, Nuclear & International"
22/08/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Stortera Ltd,617347,"£314,916.00",Desnz - Net Zero Innovation - Smart-r & D Outsourced Other,Eh16 4bb,Vendor,Inv-00190824bp01,427000000342,Desnz - Sice - Energy Innovation - Strategy And Portfolio,59149194,R & D Outsourced Other,707351,Desnz - Net Zero Innovation - Smart,700230,"Net Zero, Nuclear & International"
22/08/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Rheenergise Ltd,617348,"£360,372.27",Desnz - Net Zero Innovation - Smart-r & D Outsourced Other,Nw5 1lp,Grant,Inv-0058,427000000624,Desnz - Sice - Energy Innovation - Strategy And Portfolio,59149194,R & D Outsourced Other,707351,Desnz - Net Zero Innovation - Smart,700230,"Net Zero, Nuclear & International"
22/08/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Stortera Ltd,617349,"£154,524.00",Desnz - Net Zero Innovation - Smart-r & D Outsourced Other,Eh16 4bb,Vendor,Inv-050824ki01,427000000342,Desnz - Sice - Energy Innovation - Strategy And Portfolio,59149194,R & D Outsourced Other,707351,Desnz - Net Zero Innovation - Smart,700230,"Net Zero, Nuclear & International"
22/08/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",National Nuclear Laboratory Ltd,617350,"£118,191.38",Desnz - Net Zero Innovation - Nuclear-r & D Outsourced Other,Ca20 1pg,Vendor,4041544,427000001787,Desnz - Sice - Energy Innovation - Strategy And Portfolio,59149194,R & D Outsourced Other,707353,Desnz - Net Zero Innovation - Nuclear,700230,"Net Zero, Nuclear & International"
22/08/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",City Science Corporation Ltd,617364,"£213,723.60",Desnz - Net Zero Innovation - Built-r & D Current Grants To Private Sector - Npish,Ex1 1ts,Vendor,Inv-0396,427000003427,Desnz - Sice - Energy Innovation - Strategy And Portfolio,59149010,R & D Current Grants To Private Sector - Npish,707349,Desnz - Net Zero Innovation - Built,700230,"Net Zero, Nuclear & International"
23/08/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",City Science Corporation Ltd,617414,"£236,213.82",Desnz - Net Zero Innovation - Built-r & D Current Grants To Private Sector - Npish,Ex1 1ts,Vendor,Inv-0349,427000001759,Desnz - Sice - Energy Innovation - Strategy And Portfolio,59149010,R & D Current Grants To Private Sector - Npish,707349,Desnz - Net Zero Innovation - Built,700230,"Net Zero, Nuclear & International"
27/08/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Hildebrand Technology Ltd,617577,"£66,891.00",Desnz - Net Zero Innovation - Smart-r & D Outsourced Other,W1s 2yz,Vendor,Hildebrand1175,427000000640,Desnz - Sice - Energy Innovation - Strategy And Portfolio,59149194,R & D Outsourced Other,707351,Desnz - Net Zero Innovation - Smart,700230,"Net Zero, Nuclear & International"
27/08/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Green Energy Options Ltd,617578,"£43,465.76",Desnz - Net Zero Innovation - Built-r & D Current Grants To Private Sector - Npish,Cb23 7qs,Vendor,Sip-0010799,427000001752,Desnz - Sice - Energy Innovation - Strategy And Portfolio,59149010,R & D Current Grants To Private Sector - Npish,707349,Desnz - Net Zero Innovation - Built,700230,"Net Zero, Nuclear & International"
27/08/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",People Powered Retrofit Ltd,617581,"£64,873.40",Desnz - Net Zero Innovation - Built-r & D Current Grants To Private Sector - Npish,M4 7hr,Grant,Inv-0341,427000003423,Desnz - Sice - Energy Innovation - Strategy And Portfolio,59149010,R & D Current Grants To Private Sector - Npish,707349,Desnz - Net Zero Innovation - Built,700230,"Net Zero, Nuclear & International"
27/08/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Thormer Solutions Ltd,617681,"£118,590.73",Desnz - Net Zero Innovation - Built-r & D Current Grants To Private Sector - Npish,Dl8 3au,Vendor,Si-29,427000001729,Desnz - Sice - Energy Innovation - Strategy And Portfolio,59149010,R & D Current Grants To Private Sector - Npish,707349,Desnz - Net Zero Innovation - Built,700230,"Net Zero, Nuclear & International"
27/08/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Sense Wind Ltd,617686,"£396,094.38",Desnz - Net Zero Innovation - Renewables-r & D Current Grants To Private Sector - Npish,Ip32 7gy,Grant,Fow2024-007,427000001322,Desnz - Sice - Energy Innovation - Strategy And Portfolio,59149010,R & D Current Grants To Private Sector - Npish,707348,Desnz - Net Zero Innovation - Renewables,700230,"Net Zero, Nuclear & International"
27/08/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Guru Systems Ltd,617687,"£95,863.38",Desnz - Net Zero Innovation - Built-r & D Current Grants To Private Sector - Npish,Se1 3er,Grant,Si-x00001884,427000001795,Desnz - Sice - Energy Innovation - Strategy And Portfolio,59149010,R & D Current Grants To Private Sector - Npish,707349,Desnz - Net Zero Innovation - Built,700230,"Net Zero, Nuclear & International"
