Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type
12/02/2024,Grant-in-aid To Arms Length Bodies,"Desnz - Net Zero, Nuclear & International - Desnz - New Nuclear Strategy And Fusion Energy And Advanced Nuclear Technologies",Uk Atomic Energy Authority (Ukaea),570458,23711892.29,Desnz - Ukaea Financing-grant-in-aid To Arms Length Bodies,Ox14 3db,Wga Only
05/02/2024,Other Professional Services,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,Reed Specialist Recruitment Ltd,568527,62100,Desnz - Energy Bills Support Scheme-other Professional Services,Wc2a 1dt,Vendor
26/02/2024,Current Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,Birmingham City Council,573350,36370,Desnz - Energy Bills Support Scheme - Additional Fund-current Grants To Local Government,B1 1bb,Wga Only
26/02/2024,Current Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,Buckinghamshire Council,573371,36070,Desnz - Energy Bills Support Scheme - Additional Fund-current Grants To Local Government,Hp19 8ff,Wga Only
26/02/2024,Current Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,Cheshire East Borough Council,573385,27640,Desnz - Energy Bills Support Scheme - Additional Fund-current Grants To Local Government,Cw11 1hz,Wga Only
26/02/2024,Current Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,Cheshire West And Chester Council,573386,28600,Desnz - Energy Bills Support Scheme - Additional Fund-current Grants To Local Government,Ch65 Oba,Grant
26/02/2024,Current Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,Cornwall Council,573392,57470,Desnz - Energy Bills Support Scheme - Additional Fund-current Grants To Local Government,Tr1 1lh,Wga Only
26/02/2024,Current Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,Durham County Council,573394,30800,Desnz - Energy Bills Support Scheme - Additional Fund-current Grants To Local Government,Dh8 1gf,Grant
26/02/2024,Current Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,Dorset Council,573404,34760,Desnz - Energy Bills Support Scheme - Additional Fund-current Grants To Local Government,Dt1 1xy,Vendor
26/02/2024,Current Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,East Riding Of Yorkshire Council,573413,26500,Desnz - Energy Bills Support Scheme - Additional Fund-current Grants To Local Government,Hu17 9ba,Vendor
26/02/2024,Current Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,Leeds City Council,573469,31260,Desnz - Energy Bills Support Scheme - Additional Fund-current Grants To Local Government,Ls1 1ur,Grant
26/02/2024,Current Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,Shropshire Council,573542,31660,Desnz - Energy Bills Support Scheme - Additional Fund-current Grants To Local Government,Sy2 6nd,Wga Only
26/02/2024,Current Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,London Borough Of Tower Hamlets,573589,28310,Desnz - Energy Bills Support Scheme - Additional Fund-current Grants To Local Government,E1 1bj,Grant
26/02/2024,Current Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,Westminster City Council,573611,25110,Desnz - Energy Bills Support Scheme - Additional Fund-current Grants To Local Government,Sw1e 6qp,Wga Only
26/02/2024,Current Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,Wiltshire Council,573613,41670,Desnz - Energy Bills Support Scheme - Additional Fund-current Grants To Local Government,Ba14 8jn,Wga Only
26/02/2024,Current Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,Glasgow City Council,573662,41280,Desnz - Energy Bills Support Scheme - Additional Fund-current Grants To Local Government,G2 1du,Vendor
26/02/2024,Current Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,North Yorkshire County Council,573681,53010,Desnz - Energy Bills Support Scheme - Additional Fund-current Grants To Local Government,Dl7 8al,Wga Only
26/02/2024,Current Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,Somerset County Council,573683,49720,Desnz - Energy Bills Support Scheme - Additional Fund-current Grants To Local Government,Ta1 4dy,Wga Only
29/02/2024,Administration Of Grants And Awards,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,Office Of Gas And Electricity Markets (Ofgem),574663,751292,Desnz - Ofgem Overheads-administration Of Grants And Awards,E14 4pu,Grant
23/02/2024,Technical Advice / Services & Support,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Softwire Technology Ltd,557836,48856.5,Desnz - Energy Savings Advice Service-technical Advice / Services & Support,Nw5 1tl,Vendor
15/02/2024,Other Professional Services,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Hm Courts And Tribunals Service (Hmcts),559898,50320.2,Desnz - Prs Regulations-other Professional Services,Np20 9bb,Vendor
08/02/2024,Outsourced Programme Management,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Res Q Ltd,567173,43390.33,Desnz - Energy Savings Advice Service-outsourced Programme Management,Hu1 3jz,Grant
05/02/2024,Other Goods/Services,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Icf Consulting Services Ltd,568160,44880,Desnz - Prs Regulations-other Goods/Services,Ec4r 1be,Vendor
19/02/2024,Outsourced Programme Management,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Res Q Ltd,571666,41500.2,Desnz - Energy Savings Advice Service-outsourced Programme Management,Hu1 3jz,Grant
15/02/2024,Ict Infrastructure Specific Service,Desnz - Corporate Services - Ics Charge - Desnz - Ics - Digital,Bechtle Ltd,560825,209406,Desnz - Desnz Corporate Services Programme-ict Infrastructure Specific Service,Sn14 0gf,Vendor
28/02/2024,Hr Advice And Services,Ics - Integrated Corporate Services - Ics - Human Resources,Cabinet Office,574137,185980.8,Ics - Desnz Cs Admin-hr Advice And Services,Fy1 9jn,Wga Only
20/02/2024,Consultancy Expenditure,Ics - Integrated Corporate Services - Ics - Digital,4c Associates Ltd,572005,38665,Ics - Admin-consultancy Expenditure,W6 7jp,Vendor
21/02/2024,Purchase Of Intangible Software,Desnz - Energy Markets & Supply - Desnz - Analysis Directorate,Sas Software Ltd,569836,56706,Desnz - Devolved Admin-purchase Of Intangible Software,Sl7 2eb,Vendor
20/02/2024,R & D Economic Consultancy And Research,Desnz - Energy Markets & Supply - Desnz - Analysis Directorate,Kpmg Llp,572083,138355.61,Desnz - Data Analytics And Business Statistics-r & D Economic Consultancy And Research,Wd17 1de,Vendor
27/02/2024,Economic Consultancy & Research,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,Centre For Sustainable Energy,571642,31858.2,Desnz - Hydrogen Heating - Cdel Expenditure-economic Consultancy & Research,Bs1 3lh,Vendor
20/02/2024,Other Professional Services,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,Department For Work And Pensions (Dwp),571854,623234.09,Desnz - Dwp Warm Home Discount Delivery-other Professional Services,Np10 8fz,Wga Only
26/02/2024,Technical Advice / Services & Support,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,Serco Ltd,573158,660090.22,Desnz - Dwp Warm Home Discount Delivery-technical Advice / Services & Support,Nn17 9gy,Vendor
27/02/2024,Economic Consultancy & Research,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,Centre For Sustainable Energy,573796,31858,Desnz - Hydrogen Heating - Cdel Expenditure-economic Consultancy & Research,Bs1 3lh,Vendor
29/02/2024,Current Grants To Central Government,Desnz - Energy Infrastructure - Desnz - Carbon Capture Usage And Storage,Office Of Gas And Electricity Markets (Ofgem),550840,207482,Desnz - Eu Exit: No Specific Dexeu Issue Prog-current Grants To Central Government,E14 4pu,Grant
29/02/2024,Current Grants To Central Government,Desnz - Energy Infrastructure - Desnz - Carbon Capture Usage And Storage,Office Of Gas And Electricity Markets (Ofgem),553785,237463,Desnz - Eu Exit: No Specific Dexeu Issue Prog-current Grants To Central Government,E14 4pu,Grant
20/02/2024,Legal Services And Advice Agency,Desnz - Energy Infrastructure - Desnz - Carbon Capture Usage And Storage,Ashurst Llp,572060,382228.32,Desnz - Ccs Projects-legal Services And Advice Agency,E1 6pw,Vendor
23/02/2024,Finance & Accounting Advice,Desnz - Energy Infrastructure - Desnz - Carbon Capture Usage And Storage,Deloitte Llp,573041,58163,Desnz - Ccs Projects-finance & Accounting Advice,Ec4a 3bz,Vendor
26/02/2024,Economic Consultancy & Research,Desnz - Energy Infrastructure - Desnz - Carbon Capture Usage And Storage,Ipsos (Market Research) Ltd,573316,59897,Desnz - Ccs Projects-economic Consultancy & Research,E1w 1yw,Vendor
26/02/2024,Finance & Accounting Advice,Desnz - Energy Infrastructure - Desnz - Carbon Capture Usage And Storage,Deloitte Llp,573732,55660,Desnz - Ccs Projects-finance & Accounting Advice,Ec4a 3hq,Vendor
26/02/2024,Finance & Accounting Advice,Desnz - Energy Infrastructure - Desnz - Carbon Capture Usage And Storage,Deloitte Llp,573732,77390,Desnz - Eu Exit: No Specific Dexeu Issue Prog-finance & Accounting Advice,Ec4a 3hq,Vendor
08/02/2024,Ca - Clarity Travel Management,Ics - Integrated Corporate Services - Ics - Digital,Corporate Travel Management (North) Ltd,569578,293381.61,Default-ca - Clarity Travel Management,Bd1 5hq,Vendor
09/02/2024,Technical Advice / Services & Support,Ics - Integrated Corporate Services - Ics - Digital,Ernst And Young Llp,555082,38250,Ics - Admin-technical Advice / Services & Support,Se1 2af,Vendor
09/02/2024,Technical Advice / Services & Support,Ics - Integrated Corporate Services - Ics - Digital,Ernst And Young Llp,555086,35275,Ics - Admin-technical Advice / Services & Support,Se1 2af,Vendor
09/02/2024,Technical Advice / Services & Support,Ics - Integrated Corporate Services - Ics - Digital,Ernst And Young Llp,555093,38125,Ics - Admin-technical Advice / Services & Support,Se1 2af,Vendor
09/02/2024,Technical Advice / Services & Support,Ics - Integrated Corporate Services - Ics - Digital,Ernst And Young Llp,555102,37250,Ics - Admin-technical Advice / Services & Support,Se1 2af,Vendor
09/02/2024,Technical Advice / Services & Support,Ics - Integrated Corporate Services - Ics - Digital,Ernst And Young Llp,555104,28500,Ics - Admin-technical Advice / Services & Support,Se1 2af,Vendor
09/02/2024,Technical Advice / Services & Support,Ics - Integrated Corporate Services - Ics - Digital,Ernst And Young Llp,562661,66063,Ics - Admin-technical Advice / Services & Support,Se1 2af,Vendor
09/02/2024,Technical Advice / Services & Support,Ics - Integrated Corporate Services - Ics - Digital,Ernst And Young Llp,562666,64850,Ics - Admin-technical Advice / Services & Support,Se1 2af,Vendor
09/02/2024,Technical Advice / Services & Support,Ics - Integrated Corporate Services - Ics - Digital,Ernst And Young Llp,562668,63875,Ics - Admin-technical Advice / Services & Support,Se1 2af,Vendor
19/02/2024,Other Professional Services,Ics - Integrated Corporate Services - Ics - Digital,Fujitsu Services Ltd,563610,154679,Ics - Admin-other Professional Services,Wa3 9bd,Vendor
27/02/2024,It Services,Ics - Integrated Corporate Services - Ics - Digital,Aiimi Ltd,564612,30000,Ics - Admin-it Services,Mk9 1fh,Vendor
27/02/2024,Other It Consultancy,Ics - Integrated Corporate Services - Ics - Digital,Tecknuovo Ltd,565639,75150,Ics - Admin-other It Consultancy,Wc2a 1qs,Vendor
09/02/2024,Technical Advice / Services & Support,Ics - Integrated Corporate Services - Ics - Digital,Ernst And Young Llp,566829,65250,Ics - Admin-technical Advice / Services & Support,Se1 2af,Vendor
23/02/2024,It Services,Ics - Integrated Corporate Services - Ics - Digital,Triad Group Plc,568123,102037.5,Ics - Admin-it Services,Mk7 8le,Vendor
13/02/2024,Technical Advice / Services & Support,Ics - Integrated Corporate Services - Ics - Digital,Ernst And Young Llp,568817,73875,Ics - Admin-technical Advice / Services & Support,Se1 2af,Vendor
19/02/2024,Other Professional Services,Ics - Integrated Corporate Services - Ics - Digital,Fujitsu Services Ltd,570769,79863,Ics - Admin-other Professional Services,Wa3 9bd,Vendor
27/02/2024,Other It Consultancy,Ics - Integrated Corporate Services - Ics - Digital,Tecknuovo Ltd,572438,81260,Ics - Admin-other It Consultancy,Wc2a 1qs,Vendor
27/02/2024,Other It Consultancy,Ics - Integrated Corporate Services - Ics - Digital,Tecknuovo Ltd,572693,69610,Ics - Admin-other It Consultancy,Wc2a 1qs,Vendor
14/02/2024,R & D Economic Consultancy And Research,Desnz - Energy Markets & Supply - Desnz - Energy Markets & Analysis,Baringa Partners Llp,570814,44000,"Desnz - Energy Sector Modelling, Research And Evaluation (Esnm R&D)-R & D Economic Consultancy And Research",Sw1e 6aj,Vendor
19/02/2024,R & D Economic Consultancy And Research,Desnz - Energy Markets & Supply - Desnz - Energy Markets & Analysis,Nera Uk Ltd,571367,86476,"Desnz - Energy Sector Modelling, Research And Evaluation (Esnm R&D)-R & D Economic Consultancy And Research",W1h 5bt,Vendor
28/02/2024,R & D Economic Consultancy And Research,Desnz - Energy Markets & Supply - Desnz - Energy Markets & Analysis,Nnfcc Ltd,574567,58760.76,"Desnz - Energy Sector Modelling, Research And Evaluation (Esnm R&D)-R & D Economic Consultancy And Research",Yo10 5ny,Vendor
01/02/2024,Ca - Other Receivables - Unclassified,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Office Of Gas And Electricity Markets (Ofgem),565388,7993591,Desnz - Rhi Domestic Ame Payments-ca - Other Receivables - Unclassified,Sw1p 3ge,Grant
06/02/2024,Ca - Other Receivables - Unclassified,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Office Of Gas And Electricity Markets (Ofgem),569227,121682697,Desnz - Rhi Non-domestic Ame Payments-ca - Other Receivables - Unclassified,Sw1p 3ge,Grant
07/02/2024,Hr Advice And Services,Ics - Integrated Corporate Services - Ics - Human Resources,Cabinet Office,559062,50299.33,Ics - Dsit Cs Admin-hr Advice And Services,Np10 8fz,Wga Only
02/02/2024,Hr Advice And Services,Ics - Integrated Corporate Services - Ics - Human Resources,Cabinet Office,567316,86152.33,Ics - Desnz Cs Admin-hr Advice And Services,Np10 8fz,Wga Only
23/02/2024,Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Inz: Climate Finance & Strategy",Dai Global Uk Ltd,573170,686636.05,Desnz - International Climate Finance (Icf)-Current Grants To Private Sector - Npish,Hp3 9td,Vendor
28/02/2024,Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Inz: Climate Finance & Strategy",The World Bank,574159,6000000,Desnz - International Climate Finance (Icf)-Current Grants To Private Sector - Npish,20433,Grant
29/02/2024,Ncl - Accruals - Oda Promissory Notes,"Desnz - Net Zero, Nuclear & International - Desnz - Inz: Climate Finance & Strategy",Bank Of England,574574,2649963.18,Desnz - International Climate Finance (Icf)-Ncl - Accruals - Oda Promissory Notes,Ec2r 8ah,Vendor
28/02/2024,Other It Consultancy,Desnz - Energy Markets & Supply - Desnz - Analysis Directorate,Nixinfinity Ai Ltd,574577,42000,Desnz - Devolved Admin-other It Consultancy,De23 4az,Vendor
12/02/2024,Other Professional Services,"Desnz - Net Zero, Nuclear & International - Desnz - Net Zero Strategy",Green Finance Institute Ltd,570130,223257.81,Desnz - Clean Growth-other Professional Services,Ec2y 9dt,Grant
12/02/2024,Other Professional Services,"Desnz - Net Zero, Nuclear & International - Desnz - Net Zero Strategy",Green Finance Institute Ltd,570131,223296,Desnz - Clean Growth-other Professional Services,Ec2y 9dt,Grant
13/02/2024,Energy Management Services,"Desnz - Net Zero, Nuclear & International - Desnz - Net Zero Strategy",Basis Social Ltd,570498,59820,Desnz - Net Zero Costs - Admin-energy Management Services,W1t 1uh,Vendor
23/02/2024,Programme Monitoring And Evaluation,Desnz - Energy Markets & Supply - Desnz - Energy Affordability,Iff Research Ltd,565018,48140,Desnz - Energy Bills Relief Scheme-programme Monitoring And Evaluation,Ec3r 6hd,Vendor
07/02/2024,Outsourced Programme Management,Desnz - Energy Markets & Supply - Desnz - Energy Affordability,Hinduja Global Solutions Uk Ltd,566388,50302.94,Desnz - Energy Bill Discount Scheme Del-prog-outsourced Programme Management,Tw8 9ag,Vendor
27/02/2024,Programme Monitoring And Evaluation,Desnz - Energy Markets & Supply - Desnz - Energy Affordability,Iff Research Ltd,566749,67185.83,Desnz - Energy Bills Relief Scheme-programme Monitoring And Evaluation,Ec3r 6hd,Vendor
01/02/2024,Procurement Consultancy,Desnz - Energy Markets & Supply - Desnz - Energy Affordability,Deloitte Llp,567896,91843.3,Desnz - Energy Bill Discount Scheme Del-prog-procurement Consultancy,Ec4a 3hq,Vendor
29/02/2024,Ppm Consultancy,Desnz - Energy Markets & Supply - Desnz - Energy Affordability,Moorhouse Consulting Ltd,570845,163397.5,Desnz - Energy Bill Discount Scheme Del-prog-ppm Consultancy,Ec2m 1qs,Vendor
27/02/2024,Ppm Consultancy,Desnz - Energy Markets & Supply - Desnz - Energy Affordability,Moorhouse Consulting Ltd,570846,64805,Desnz - Energy Bill Discount Scheme Del-prog-ppm Consultancy,Ec2m 1qs,Vendor
27/02/2024,Ppm Consultancy,Desnz - Energy Markets & Supply - Desnz - Energy Affordability,Moorhouse Consulting Ltd,570848,109165,Desnz - Energy Bill Discount Scheme Del-prog-ppm Consultancy,Ec2m 1qs,Vendor
22/02/2024,Subsidies To The Private Sector - Companies,Desnz - Energy Markets & Supply - Desnz - Energy Affordability,Viridor Energy Ltd,572760,29260.53,Desnz - Energy Bills Relief Scheme Ame-subsidies To The Private Sector - Companies,Ta1 1ap,Grant
26/02/2024,Subsidies To The Private Sector - Companies,Desnz - Energy Markets & Supply - Desnz - Energy Affordability,Elexon Ltd,574011,604547.23,Desnz - Energy Bills Relief Scheme Ame-subsidies To The Private Sector - Companies,Nw1 3aw,Vendor
26/02/2024,Subsidies To The Private Sector - Companies,Desnz - Energy Markets & Supply - Desnz - Energy Affordability,Elexon Ltd,574012,13891044.64,Desnz - Energy Bill Discount Scheme Ame-subsidies To The Private Sector - Companies,Nw1 3aw,Vendor
26/02/2024,Current Grants To Private Sector - Npish,Desnz - Energy Markets & Supply - Desnz - Energy Affordability,Xoserve Ltd,574013,4474472.38,Desnz - Energy Bill Discount Scheme Ame-current Grants To Private Sector - Npish,B91 3dl,Grant
26/02/2024,Subsidies To The Private Sector - Companies,Desnz - Energy Markets & Supply - Desnz - Energy Affordability,Xoserve Ltd,574013,5906537.85,Desnz - Energy Bill Discount Scheme Ame-subsidies To The Private Sector - Companies,B91 3dl,Grant
05/02/2024,Payments To Government Legal Department,Desnz - Corporate Services - Desnz - Legal Services,Government Legal Department,568489,43493.15,Desnz - Litigation And Government Legal Department-payments To Government Legal Department,Wc2b 4ts,Vendor
29/02/2024,Payments To Government Legal Department,Desnz - Corporate Services - Desnz - Legal Services,Government Legal Department,574946,50292.75,Desnz - Litigation And Government Legal Department-payments To Government Legal Department,Sw1h 9gl,Vendor
29/02/2024,Payments To Government Legal Department,Desnz - Corporate Services - Desnz - Legal Services,Government Legal Department,574948,127103.74,Desnz - Litigation And Government Legal Department-payments To Government Legal Department,Sw1h 9gl,Vendor
28/02/2024,Other Professional Services,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,Baringa Partners Llp,571470,51968.16,Desnz - Business Energy Efficiency Delivery-other Professional Services,Sw1e 6aj,Vendor
28/02/2024,Other Professional Services,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,Baringa Partners Llp,571470,96143.2,Desnz - Business Energy Efficiency Delivery-other Professional Services,Sw1e 6aj,Vendor
21/02/2024,Contractor Expenditure,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,Ricardo-aea Ltd,572395,50368.38,Desnz - Chp Quality Assurance Programme-contractor Expenditure,Ox11 0qr,Vendor
26/02/2024,Consultancy Expenditure,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,Icf Consulting Services Ltd,573718,79421,Desnz - Business Energy Efficiency Delivery-consultancy Expenditure,Ec4r 1be,Vendor
15/02/2024,It Services,Ics - Integrated Corporate Services - Ics - Digital,Canon (Uk) Ltd,561295,25806.77,Ics - Admin-it Services,Ub11 1et,Vendor
28/02/2024,It Services,Ics - Integrated Corporate Services - Ics - Digital,Canon (Uk) Ltd,561305,29815.96,Ics - Admin-it Services,Ub11 1et,Vendor
15/02/2024,It Software Licences And Software Maintenance,Ics - Integrated Corporate Services - Ics - Digital,Cdw Ltd,563859,153330.66,Ics - Admin-it Software Licences And Software Maintenance,Ec4m 7rb,Vendor
22/02/2024,Outsourced Technical Support,Ics - Integrated Corporate Services - Ics - Digital,Six Degrees Technology Group Ltd,564825,37066.08,Ics - Admin-outsourced Technical Support,E1w 1az,Vendor
22/02/2024,Outsourced Technical Support,Ics - Integrated Corporate Services - Ics - Digital,Six Degrees Technology Group Ltd,564826,27283.08,Ics - Admin-outsourced Technical Support,E1w 1az,Vendor
16/02/2024,Purchase Of Intangible Software,Ics - Integrated Corporate Services - Ics - Digital,Amazon Web Services Emea Sarl,569233,69008.85,Ics - Admin-purchase Of Intangible Software,Ec2a 2fa,Vendor
22/02/2024,Outsourced Technical Support,Ics - Integrated Corporate Services - Ics - Digital,Six Degrees Technology Group Ltd,571963,35200.08,Ics - Admin-outsourced Technical Support,E1w 1az,Vendor
23/02/2024,Outsourced Technical Support,Ics - Integrated Corporate Services - Ics - Digital,Cgi It Uk Ltd,572776,53453.4,Ics - Admin-outsourced Technical Support,Ec3m 3by,Vendor
28/02/2024,Consultancy Expenditure,Desnz - Energy Infrastructure - Desnz - Energy Systems & Networks,Kantar Public Uk Ltd,573078,34761.6,Desnz - Net Zero Costs - Admin-consultancy Expenditure,Se1 2qy,Vendor
14/02/2024,External Legal Advice And Service,Desnz - Energy Markets & Supply - Desnz - Energy Markets & Analysis,Hogan Lovells International Llp,570852,35444.6,Desnz - Energy Security Projects-external Legal Advice And Service,Ec1a 2fg,Vendor
16/02/2024,Ict Outsourcing & Maintenance/Support,Desnz - Energy Infrastructure - Desnz - Offshore Petroleum Regulator For Environment And Decommissioning,North Sea Transition Authority,568510,222953.07,Desnz - Energy Portal Costs-ict Outsourcing & Maintenance/Support,Wc1b 3hf,Wga Only
12/02/2024,Ict Outsourcing & Maintenance/Support,Desnz - Energy Infrastructure - Desnz - Offshore Petroleum Regulator For Environment And Decommissioning,Fivium Ltd,570403,27232.12,Desnz - Energy Portal Costs-ict Outsourcing & Maintenance/Support,W1f 7ld,Vendor
22/02/2024,Other Professional Services,Desnz - Energy Infrastructure - Desnz - Offshore Petroleum Regulator For Environment And Decommissioning,Jncc Support Co,572727,33952.28,Desnz - Offshore Environmental Regulation-other Professional Services,Pe1 1jy,Vendor
19/02/2024,Other It Consultancy,Ics - Integrated Corporate Services - Ics - Digital,Bytes Software Services Ltd,563590,201273.17,Ics - Admin-other It Consultancy,Kt22 7tw,Vendor
22/02/2024,Outsourced Technical Support,Ics - Integrated Corporate Services - Ics - Digital,Phoenix Software Ltd,564993,134198.76,Ics - Admin-outsourced Technical Support,Yo42 1ns,Vendor
09/02/2024,Outsourced Technical Support,Ics - Integrated Corporate Services - Ics - Digital,Visionist Ltd,569489,331373,Ics - Admin-outsourced Technical Support,Bh24 3fg,Vendor
09/02/2024,Outsourced Technical Support,Ics - Integrated Corporate Services - Ics - Digital,Visionist Ltd,569490,276243,Ics - Admin-outsourced Technical Support,Bh24 3fg,Vendor
09/02/2024,Outsourced Technical Support,Ics - Integrated Corporate Services - Ics - Digital,Visionist Ltd,569491,109436,Ics - Admin-outsourced Technical Support,Bh24 3fg,Vendor
20/02/2024,Outsourced Technical Support,Ics - Integrated Corporate Services - Ics - Digital,Academia Ltd,571399,68703.68,Ics - Admin-outsourced Technical Support,En3 7xh,Vendor
23/02/2024,Outsourced Technical Support,Ics - Integrated Corporate Services - Ics - Digital,Phoenix Software Ltd,573011,133691.21,Ics - Admin-outsourced Technical Support,Yo42 1ns,Vendor
28/02/2024,Outsourced Technical Support,Ics - Integrated Corporate Services - Ics - Digital,Visionist Ltd,574469,222916.57,Ics - Admin-outsourced Technical Support,Bh24 3fg,Vendor
29/02/2024,Grant-in-aid To Arms Length Bodies,"Desnz - Net Zero, Nuclear & International - Desnz - Net Zero Strategy",The Committee On Climate Change,575277,603148,Desnz - Committee On Climate Change Grant-in-aid Payments-grant-in-aid To Arms Length Bodies,Yo1 7px,Grant
28/02/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Ipsos (Market Research) Ltd,545213,152033,Desnz - Delivery Of Beis Energy Innovation-r & D Outsourced Other,E1w 1yw,Vendor
12/02/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Green Energy Options Ltd,561258,491609.53,Desnz - Net Zero Innovation - Smart-r & D Current Grants To Private Sector - Npish,Cb23 7qs,Vendor
12/02/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Technopolis Ltd,567308,36650.88,Desnz - Net Zero Innovation - Smart-r & D Outsourced Other,Bn1 1ee,Vendor
06/02/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Ove Arup And Partners Ltd,568874,200000,Desnz - Net Zero Innovation - Nuclear-r & D Outsourced Other,W1t 4bq,Vendor
14/02/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Reflex Marine Ltd,569530,88945.38,Desnz - Net Zero Innovation - Renewables-r & D Current Grants To Private Sector - Npish,Tr4 9du,Grant
09/02/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Epex Spot Se London Branch,569765,51320.4,Desnz - Net Zero Innovation - Smart-r & D Outsourced Other,E14 4he,Vendor
09/02/2024,R & D Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Cryobattery One Ltd,569807,244007,Desnz - Net Zero Innovation - Smart-r & D Current Grants To Private Sector - Npish,Wc2h 0hf,Grant
09/02/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Ove Arup And Partners Ltd,569812,108438,Desnz - Net Zero Innovation - Smart-r & D Outsourced Other,W1t 4bq,Vendor
09/02/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Edge Testing Solutions Ltd,569814,41209.35,Desnz - Net Zero Innovation - Smart-r & D Outsourced Other,Ml4 3pb,Vendor
