Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type
25/01/2024,Ca - Gpc New Procedures,Ics - Integrated Corporate Services - Ics - Operations,Barclays Bank Plc,566390,64723.93,Default-ca - Gpc New Procedures,Ts17 6yt,Vendor
31/01/2024,Accommodation & Building Management,Ics - Integrated Corporate Services - Ics - Operations,Government Property Agency,566513,540056.43,Desnz - Devolved Admin-accommodation & Building Management,B3 2bj,Vendor
31/01/2024,Catering Services,Ics - Integrated Corporate Services - Ics - Operations,Aramark Ltd,567844,40203.89,Desnz - Devolved Admin-catering Services,Ls16 6qy,Vendor
04/01/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Blackpool Council,560785,651239.8,Desnz - Homes Upgrade Grant (Hug) - Main Scheme-capital Grants To Local Government,Fy1 3ah,Grant
04/01/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Bristol City Council,560786,497569,Desnz - Homes Upgrade Grant (Hug) - Main Scheme-capital Grants To Local Government,Bs1 9ne,Wga Only
04/01/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Broadland District Council,560787,204333.45,Desnz - Homes Upgrade Grant (Hug) - Main Scheme-capital Grants To Local Government,Nr7 0du,Grant
04/01/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Cambridge City Council,560788,351374.63,Desnz - Homes Upgrade Grant (Hug) - Main Scheme-capital Grants To Local Government,Cb2 3qj,Grant
04/01/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Dartford Borough Council,560789,114045.19,Desnz - Homes Upgrade Grant (Hug) - Main Scheme-capital Grants To Local Government,Da1 1dr,Grant
04/01/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Oxfordshire County Council,560790,268096.99,Desnz - Homes Upgrade Grant (Hug) - Main Scheme-capital Grants To Local Government,Ox1 1nd,Wga Only
04/01/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Shropshire Council,560791,128258.08,Desnz - Homes Upgrade Grant (Hug) - Main Scheme-capital Grants To Local Government,Sy2 6nd,Wga Only
04/01/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Surrey County Council,560792,70442.66,Desnz - Homes Upgrade Grant (Hug) - Main Scheme-capital Grants To Local Government,Rh1 1yb,Vendor
05/01/2024,Intra Departmental Expenditure,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Salix Finance Ltd,562489,1324726.61,Desnz - Salix - Grant In Aid.-Intra Departmental Expenditure,Ec4n 7be,Grant
05/01/2024,Grant-in-aid To Arms Length Bodies,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Salix Finance Ltd,562490,124032,Desnz - Salix - Grant In Aid.-Grant-in-aid To Arms Length Bodies,Ec4n 7be,Grant
10/01/2024,Consultancy Expenditure,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,4c Associates Ltd,563187,49350,Desnz - Net Zero Costs - Admin-consultancy Expenditure,W6 7jp,Vendor
26/01/2024,External Legal Advice And Service,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Government Legal Department,566732,46415.5,Desnz - Homes Upgrade Grant (Hug) - Main Scheme-external Legal Advice And Service,Sw1h 9gl,Vendor
09/01/2024,Other Professional Services,Desnz - Energy Infrastructure - Desnz - Energy Systems & Networks,Baringa Partners Llp,561029,280830,Desnz - Reform Of Energy System Operations-other Professional Services,Sw1e 6aj,Vendor
08/01/2024,Other Professional Services,Desnz - Energy Infrastructure - Desnz - Offshore Petroleum Regulator For Environment And Decommissioning,Hartley Anderson Ltd,562672,35975.5,Desnz - Offshore Energy Strategic Environmental Assessment-other Professional Services,Ab41 8er,Vendor
24/01/2024,Other Professional Services,Desnz - Energy Infrastructure - Desnz - Offshore Petroleum Regulator For Environment And Decommissioning,Hartley Anderson Ltd,565969,35975.5,Desnz - Offshore Energy Strategic Environmental Assessment-other Professional Services,Ab41 8er,Vendor
31/01/2024,Other Professional Services,Desnz - Energy Infrastructure - Desnz - Offshore Petroleum Regulator For Environment And Decommissioning,Hartley Anderson Ltd,567621,133200,Desnz - Offshore Energy Strategic Environmental Assessment-other Professional Services,Ab41 8er,Vendor
11/01/2024,Clearing - Cost - Assets Under Construction - Internally Developed Software,Desnz - Corporate Services - Desnz - Implementation And Delivery Directorate,Storm Id Ltd,556620,258705,Desnz - Finance Infrastructure And Maintenance-clearing - Cost - Assets Under Construction - Internally Developed Software,Eh65bg,Vendor
11/01/2024,Clearing - Cost - Assets Under Construction - Internally Developed Software,Desnz - Corporate Services - Desnz - Implementation And Delivery Directorate,Storm Id Ltd,562807,210195,Desnz - Finance Infrastructure And Maintenance-clearing - Cost - Assets Under Construction - Internally Developed Software,Eh65bg,Vendor
11/01/2024,Other Professional Services,"Desnz - Net Zero, Nuclear & International - Desnz - Net Zero Strategy",Ernst And Young Llp,550029,107280,Desnz - Devolved Admin-other Professional Services,Se1 2af,Vendor
10/01/2024,External Legal Advice And Service,"Desnz - Net Zero, Nuclear & International - Desnz - New Nuclear Strategy And Fusion Energy And Advanced Nuclear Technologies",Ashurst Llp,561360,35184.64,Desnz - Great British Nuclear-external Legal Advice And Service,E1 6pw,Vendor
10/01/2024,External Legal Advice And Service,"Desnz - Net Zero, Nuclear & International - Desnz - New Nuclear Strategy And Fusion Energy And Advanced Nuclear Technologies",Ashurst Llp,561371,455555.8,Desnz - Great British Nuclear-external Legal Advice And Service,E1 6pw,Vendor
04/01/2024,Other Professional Services,"Desnz - Net Zero, Nuclear & International - Desnz - New Nuclear Strategy And Fusion Energy And Advanced Nuclear Technologies",Alexander Mann Solutions Ltd,561647,25931.88,Desnz - Great British Nuclear-other Professional Services,Ec2n 3aq,Vendor
08/01/2024,Technical Advice / Services & Support,"Desnz - Net Zero, Nuclear & International - Desnz - New Nuclear Strategy And Fusion Energy And Advanced Nuclear Technologies",Ove Arup And Partners Ltd,562314,291722,Desnz - Great British Nuclear-technical Advice / Services & Support,Ne1 3pl,Vendor
09/01/2024,External Legal Advice And Service,"Desnz - Net Zero, Nuclear & International - Desnz - New Nuclear Strategy And Fusion Energy And Advanced Nuclear Technologies",Ashurst Llp,562891,389858.25,Desnz - Great British Nuclear-external Legal Advice And Service,E1 6pw,Vendor
31/01/2024,Advertising,"Desnz - Net Zero, Nuclear & International - Desnz - New Nuclear Strategy And Fusion Energy And Advanced Nuclear Technologies",Mhp Group Ltd,567115,35525,Desnz - Great British Nuclear-advertising,W1w 7rt,Vendor
17/01/2024,Current Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,Liverpool City Region Combined Authority,564557,500000,Desnz - Wht Supply Chain M&E Research & Training-current Grants To Local Government,L69 3hn,Vendor
30/01/2024,Current Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,Nottingham City Council,567310,140000,Desnz - Wht Supply Chain M&E Research & Training-current Grants To Local Government,Ng2 3ng,Wga Only
25/01/2024,Press Office Facilities,Desnz - Corporate Services - Desnz - Communications,Cabinet Office,566246,37500,Desnz - Desnz Corporate Services Admin-press Office Facilities,Np10 8fz,Wga Only
04/01/2024,Other It Consultancy,Ics - Integrated Corporate Services - Ics - Digital,Triad Group Plc,562060,55393.75,Desnz - Desnz Corporate Services Admin-other It Consultancy,Gu7 1xe,Vendor
09/01/2024,Library Services,Ics - Integrated Corporate Services - Ics - Digital,Bureau Van Dijk Electronic Publishing Ltd,562811,323505,Ics - Admin-library Services,E14 5fa,Vendor
11/01/2024,Capital Grants To Private Sector - Companies,Desnz - Energy Infrastructure - Desnz - Energy Development,Global Underwater Hub Ltd,563091,637226.06,Desnz - Global Underwater Hub-capital Grants To Private Sector - Companies,Ab32 6fe,Vendor
17/01/2024,Grant-in-aid To Arms Length Bodies,Desnz - Energy Infrastructure - Desnz - Energy Development,North Sea Transition Authority,564584,450000,Desnz - Oga Grant In Aid-grant-in-aid To Arms Length Bodies,Wc1b 3hf,Wga Only
19/01/2024,Grant-in-aid To Arms Length Bodies,Desnz - Energy Infrastructure - Desnz - Energy Development,North Sea Transition Authority,565333,197500,Desnz - Oga Grant In Aid-grant-in-aid To Arms Length Bodies,Wc1b 3hf,Wga Only
31/01/2024,Current Grants To Private Sector - Npish,Desnz - Energy Infrastructure - Desnz - Energy Development,Global Underwater Hub Ltd,567654,186875.39,Desnz - Global Underwater Hub-current Grants To Private Sector - Npish,Ab32 6fe,Vendor
02/01/2024,Utilisation Of Provisions - British Energy,"Desnz - Net Zero, Nuclear & International - Desnz - British Energy Historic Payments",Nuclear Decommissioning Authority,558277,8320847,Desnz - British Energy Historic Liabilities Funding-utilisation Of Provisions - British Energy,Ca24 3hw,Vendor
18/01/2024,Security Clearance Costs,Ics - Integrated Corporate Services - Ics - Operations,Cabinet Office,564202,157766,Ics - Admin-security Clearance Costs,Np10 8fz,Wga Only
22/01/2024,Clearing Account   - Cost - Computer Equipment,Ics - Integrated Corporate Services - Ics - Operations,Cabinet Office,565317,196080,Desnz - Foxhound/Rosa-clearing Account   - Cost - Computer Equipment,Np10 8fz,Wga Only
22/01/2024,It Software Licences And Software Maintenance,Ics - Integrated Corporate Services - Ics - Operations,Cabinet Office,565317,1032081.6,Ics - Admin-it Software Licences And Software Maintenance,Np10 8fz,Wga Only
15/01/2024,Nca - Additions - Shares And Equities - Central Government,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Projects Delivery Directorate",Nnb Holding Company (Szc) Ltd,563622,75000000,Desnz - Sizewell C Financing-nca - Additions - Shares And Equities - Central Government,W1t 4ez,Vendor
11/01/2024,Consultancy Expenditure,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Projects Delivery Directorate",Barclays Bank Plc,563631,150000,Desnz - New Nuclear Sizewell C (Net Zero)-Consultancy Expenditure,E14 5hp,Vendor
17/01/2024,Finance & Accounting Advice,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Projects Delivery Directorate",Pricewaterhousecoopers Llp,564797,174959.38,Desnz - New Nuclear Sizewell C (Net Zero)-Finance & Accounting Advice,Wc2n 6rh,Vendor
18/01/2024,Technical Advice / Services & Support,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Projects Delivery Directorate",Ove Arup And Partners Ltd,564836,89381.25,Desnz - New Nuclear Sizewell C (Net Zero)-Technical Advice / Services & Support,W1t 4bj,Vendor
19/01/2024,Ppm Consultancy,"Desnz - Net Zero, Nuclear & International - Desnz - Nuclear Projects Delivery Directorate",Pa Consulting Services Ltd,565015,60850,Desnz - New Nuclear Sizewell C (Net Zero)-Ppm Consultancy,Sg8 6dp,Vendor
30/01/2024,Salaries - Seconded Uk Staff - Vat Recoverable,Desnz - Corporate Services - Desnz - Commercial,Cabinet Office,566899,543633.44,Desnz - Desnz Corporate Services Admin-salaries - Seconded Uk Staff - Vat Recoverable,Np10 8fz,Wga Only
31/01/2024,Current Grants To Local Government,"Desnz - Net Zero, Nuclear & International - Desnz - Net Zero Strategy",Cambridgeshire And Peterborough Combined Authority,566875,1000000,Desnz - Local Energy-current Grants To Local Government,Pe29 3tn,Grant
31/01/2024,Current Grants To Local Government,"Desnz - Net Zero, Nuclear & International - Desnz - Net Zero Strategy",Tees Valley Combined Authority,566876,1000000,Desnz - Local Energy-current Grants To Local Government,Dl2 1lu,Grant
31/01/2024,Current Grants To Local Government,"Desnz - Net Zero, Nuclear & International - Desnz - Net Zero Strategy",West Of England Combined Authority,566877,1000000,Desnz - Local Energy-current Grants To Local Government,Bs1 6al,Grant
29/01/2024,Current Grants To Local Government,"Desnz - Net Zero, Nuclear & International - Desnz - Net Zero Strategy",Cambridgeshire And Peterborough Combined Authority,566888,475000,Desnz - Local Energy-current Grants To Local Government,Pe29 3tn,Grant
29/01/2024,Current Grants To Local Government,"Desnz - Net Zero, Nuclear & International - Desnz - Net Zero Strategy",Cambridgeshire And Peterborough Combined Authority,566888,19320000,Desnz - Local Energy-current Grants To Local Government,Pe29 3tn,Grant
18/01/2024,R & D Technical Advice/Services And Support,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Health And Safety Executive,564883,450000,Desnz - Hydrogen Heating - Cdel Expenditure-r & D Technical Advice/Services And Support,Np10 8fz,Vendor
30/01/2024,R & D Technical Advice/Services And Support,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Clean Heat,Mott Macdonald Ltd,567602,60951.97,Desnz - Hydrogen Heating - Cdel Expenditure-r & D Technical Advice/Services And Support,Cr0 2ee,Vendor
02/01/2024,Grant-in-aid To Arms Length Bodies,"Desnz - Net Zero, Nuclear & International - Desnz - Nda",Nuclear Decommissioning Authority,558560,312000000,Desnz - Nuclear Decommissioning Authority Grant In Aid-grant-in-aid To Arms Length Bodies,Ca24 3hu,Vendor
31/01/2024,Cl - Cash Cfers Paid Over To Hmt,"Desnz - Net Zero, Nuclear & International - Desnz - Nda",Consolidated Fund Account 6622,567994,113788439.7,Desnz - Nuclear Decommissioning Authority Grant In Aid-cl - Cash Cfers Paid Over To Hmt,Rh10 1uh,Wga Only
09/01/2024,Other It Consultancy,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,Astraeus Consulting Ltd,563120,63670,Desnz - Uk Role In Eu Ets-other It Consultancy,Hp4 2df,Vendor
03/01/2024,Utilisation Of Provisions - Social Assistance Benefits - Concessionary,Desnz - Energy Infrastructure - Desnz - Energy Development,Homefire Group Ltd,561721,542981.4,"Desnz - Concessionary Fuel Scheme Costs (Includes Supply, Distribution & Contrac-utilisation Of Provisions - Social Assistance Benefits - Concessionary",S21 1tz,Vendor
08/01/2024,Grant-in-aid To Arms Length Bodies,Desnz - Energy Infrastructure - Desnz - Energy Development,Coal Authority,561791,5000000,Desnz - Payment Of Grant In Aid To The Coal Authority-grant-in-aid To Arms Length Bodies,Ng18 4rg,Vendor
04/01/2024,Ca - Beis Coal Health Gbs Account,Desnz - Energy Infrastructure - Desnz - Energy Development,Beis Coal Health,562042,450000,Desnz - Liabilities To Ex-british Coal Employees And Other Liabilities Transferr-ca - Beis Coal Health Gbs Account,Sw1h 0et,Vendor
09/01/2024,Utilisation Of Provisions - Purchase Of Goods & Services - Other,Desnz - Energy Infrastructure - Desnz - Energy Development,Iron Mountain (Uk) Plc,562815,206162.22,Desnz - Coal Health Administration Costs Including Legal Defence And Records Man-utilisation Of Provisions - Purchase Of Goods & Services - Other,Eh54 7df,Vendor
25/01/2024,Utilisation Of Provisions - Purchase Of Goods & Services - Other,Desnz - Energy Infrastructure - Desnz - Energy Development,Iron Mountain (Uk) Plc,563228,201398.89,Desnz - Coal Health Administration Costs Including Legal Defence And Records Man-utilisation Of Provisions - Purchase Of Goods & Services - Other,Eh54 7df,Vendor
11/01/2024,Utilisation Of Provisions - Purchase Of Goods & Services - Other,Desnz - Energy Infrastructure - Desnz - Energy Development,Clyde & Co Llp,563620,145232.54,Desnz - British Shipbuilders Provision-utilisation Of Provisions - Purchase Of Goods & Services - Other,Ne1 3az,Vendor
19/01/2024,Ca - Beis Concessionary Fuel Gbs Account,Desnz - Energy Infrastructure - Desnz - Energy Development,Beis Concessionary Fuel Gbs Account,564094,400624.31,Desnz - Liabilities To Ex-british Coal Employees And Other Liabilities Transferr-ca - Beis Concessionary Fuel Gbs Account,Sw1h 0et,Vendor
25/01/2024,Utilisation Of Provisions - Purchase Of Goods & Services - Other,Desnz - Energy Infrastructure - Desnz - Energy Development,Capita Pension Solutions Ltd,566267,110293.44,"Desnz - Concessionary Fuel Scheme Costs (Includes Supply, Distribution & Contrac-utilisation Of Provisions - Purchase Of Goods & Services - Other",Dl1 9hn,Vendor
25/01/2024,Utilisation Of Provisions - Purchase Of Goods & Services - Other,Desnz - Energy Infrastructure - Desnz - Energy Development,Clyde & Co Llp,566543,132897.45,Desnz - British Shipbuilders Provision-utilisation Of Provisions - Purchase Of Goods & Services - Other,Ne1 3az,Vendor
25/01/2024,Utilisation Of Provisions - Purchase Of Goods & Services - Other,Desnz - Energy Infrastructure - Desnz - Energy Development,Cms Cameron Mckenna Nabarro Olswang Llp,566545,316034.35,Desnz - Coal Health Administration Costs Including Legal Defence And Records Man-utilisation Of Provisions - Purchase Of Goods & Services - Other,S1 4hs,Vendor
25/01/2024,Utilisation Of Provisions - Purchase Of Goods & Services - Other,Desnz - Energy Infrastructure - Desnz - Energy Development,Clyde & Co Llp,566548,35244.33,Desnz - Amd: British Shipbuilders Provision-utilisation Of Provisions - Purchase Of Goods & Services - Other,Ne1 3az,Vendor
31/01/2024,Cl - Cash Cfers Paid Over To Hmt,Desnz - Energy Infrastructure - Desnz - Energy Development,Consolidated Fund Account 6622,567994,308126.91,Desnz - Receipts Of The Coal Authority Paid To The Consolidated Fund-cl - Cash Cfers Paid Over To Hmt,Rh10 1uh,Wga Only
29/01/2024,Marketing And Media,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,Omnicom Media Group Uk Ltd T/A Manning Gottlieb Omd,560492,100967.47,Desnz - Energy Saving Campaign-marketing And Media,Se1 0sw,Vendor
18/01/2024,Marketing And Media,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,Omnicom Media Group Uk Ltd T/A Manning Gottlieb Omd,560495,67905.83,Desnz - Energy Saving Campaign-marketing And Media,Se1 0sw,Vendor
18/01/2024,Marketing And Media,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,Omnicom Media Group Uk Ltd T/A Manning Gottlieb Omd,560498,83747.46,Desnz - Energy Saving Campaign-marketing And Media,Se1 0sw,Vendor
18/01/2024,Marketing And Media,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,Omnicom Media Group Uk Ltd T/A Manning Gottlieb Omd,560502,52330.38,Desnz - Energy Saving Campaign-marketing And Media,Se1 0sw,Vendor
17/01/2024,Marketing And Media,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,23red Ltd,561330,90225.24,Desnz - Energy Saving Campaign-marketing And Media,Ec2a 4dq,Vendor
29/01/2024,Marketing And Media,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,Omnicom Media Group Uk Ltd T/A Manning Gottlieb Omd,566061,26862.38,Desnz - Energy Saving Campaign-marketing And Media,Se1 0sw,Vendor
10/01/2024,Capital Grants To Private Sector - Companies,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,Natural World Products Ltd,563189,52660,Desnz - Industrial Energy Transformation Scheme-capital Grants To Private Sector - Companies,Bt17 0lh,Grant
10/01/2024,Subsidies To The Private Sector - Companies,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,Naylor Industries Plc,563207,42541.99,Desnz - Industrial Energy Transformation Scheme-subsidies To The Private Sector - Companies,S73 0bs,Vendor
10/01/2024,Capital Grants To Private Sector - Companies,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,Lunts Castings Ltd,563213,60916,Desnz - Industrial Energy Transformation Scheme-capital Grants To Private Sector - Companies,B21 0bj,Grant
11/01/2024,Capital Grants To Private Sector - Companies,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,European Metal Recycling Ltd,563362,32462.52,Desnz - Industrial Energy Transformation Scheme-capital Grants To Private Sector - Companies,Wa5 7ns,Grant
11/01/2024,Subsidies To The Private Sector - Companies,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,Atomising Systems Ltd,563365,307640.85,Desnz - Industrial Energy Transformation Scheme-subsidies To The Private Sector - Companies,S9 5nf,Grant
15/01/2024,Capital Grants To Private Sector - Companies,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Industrial Decarbonisation And Emissions Trading,Pilkington United Kingdom Ltd,564087,181630.76,Desnz - Industrial Energy Transformation Scheme-capital Grants To Private Sector - Companies,L40 5uf,Grant
23/01/2024,External Legal Advice And Service,Desnz - Energy Infrastructure - Desnz - Renewable Electricity Directorate,Dentons Uk And Middle East Llp,565702,27004.98,Desnz - Net Zero Costs - Admin-external Legal Advice And Service,Ec4m 7ws,Vendor
09/01/2024,Business Rates,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Ricardo-aea Ltd,562773,96766.63,Desnz - Greenhouse Gas Emissions Inventory-business Rates,Ox11 0qr,Vendor
09/01/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",London Economics Ltd,562796,57625.6,Desnz - Climate Science Capability-r & D Outsourced Other,Wc2r 1la,Vendor
22/01/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Ricardo-aea Ltd,563902,32084.27,Desnz - Climate Science Capability-r & D Outsourced Other,Ox11 0qr,Vendor
16/01/2024,Other Goods/Services,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Aether Ltd,564305,31848,Desnz - Greenhouse Gas Emissions Inventory-other Goods/Services,Ox1 1by,Vendor
22/01/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Mott Macdonald Ltd,565620,53342.2,Desnz - Greenhouse Gas Emissions Inventory-r & D Outsourced Other,Cr0 2ee,Vendor
23/01/2024,Business Rates,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Ricardo-aea Ltd,565886,96766.63,Desnz - Greenhouse Gas Emissions Inventory-business Rates,Ox11 0qr,Vendor
18/01/2024,Uksbs - Service Costs,Ics - Integrated Corporate Services - Ics - Digital,Uk Shared Business Services Ltd,560799,190088.5,Ics - Dsit Cs Admin-uksbs - Service Costs,Np10 8qq,Vendor
15/01/2024,Uksbs - Service Costs,Ics - Integrated Corporate Services - Ics - Digital,Uk Shared Business Services Ltd,563609,72000.74,Ics - Desnz Cs Admin-uksbs - Service Costs,Np10 8qq,Vendor
18/01/2024,Uksbs - Service Costs,Ics - Integrated Corporate Services - Ics - Digital,Uk Shared Business Services Ltd,563877,238313.25,Ics - Dsit Cs Admin-uksbs - Service Costs,Np10 8qq,Vendor
23/01/2024,Uksbs - Service Costs,Ics - Integrated Corporate Services - Ics - Digital,Uk Shared Business Services Ltd,563878,319604.33,Ics - Desnz Cs Admin-uksbs - Service Costs,Np10 8qq,Vendor
23/01/2024,Uksbs - Service Costs,Ics - Integrated Corporate Services - Ics - Digital,Uk Shared Business Services Ltd,565003,48224.75,Ics - Dsit Cs Admin-uksbs - Service Costs,Sn2 1ff,Vendor
19/01/2024,Uksbs - Service Costs,Ics - Integrated Corporate Services - Ics - Digital,Uk Shared Business Services Ltd,565004,190088.5,Ics - Dsit Cs Admin-uksbs - Service Costs,Np10 8qq,Vendor
31/01/2024,Uksbs - Service Costs,Ics - Integrated Corporate Services - Ics - Digital,Uk Shared Business Services Ltd,565750,215525.63,Ics - Admin-uksbs - Service Costs,Sn2 1ff,Vendor
17/01/2024,Current Grants To Overseas Bodies,"Desnz - Net Zero, Nuclear & International - Desnz - Inz: Trade & Energy",Carbon Trust Singapore Pte. Ltd,564266,40000,Desnz - Inz - Care Fund-current Grants To Overseas Bodies,049514,Vendor
31/01/2024,Current Grants To Private Sector - Npish,"Desnz - Net Zero, Nuclear & International - Desnz - Inz: Trade & Energy",Third Generation Environmentalism Ltd (E3g),567659,100000,Desnz - Climate Strategy And Engagement-current Grants To Private Sector - Npish,Se1 0es,Vendor
10/01/2024,Misc. Non Procurement Spend,"Desnz - Net Zero, Nuclear & International - Desnz - New Nuclear Strategy And Fusion Energy And Advanced Nuclear Technologies",Office For Nuclear Regulation,563173,45026.05,Desnz - Devolved Admin-misc. Non Procurement Spend,Np10 8fz,Vendor
22/01/2024,Misc. Non Procurement Spend,"Desnz - Net Zero, Nuclear & International - Desnz - New Nuclear Strategy And Fusion Energy And Advanced Nuclear Technologies",Office For Nuclear Regulation,565618,62997.83,Desnz - Devolved Admin-misc. Non Procurement Spend,Np10 8fz,Vendor
11/01/2024,Utilisation Of Provisions - Early Departure,"Desnz - Net Zero, Nuclear & International - Desnz - New Nuclear Strategy And Fusion Energy And Advanced Nuclear Technologies",Uk Atomic Energy Authority (Ukaea),563696,1887816.71,Desnz - Ukaea Restructuring-utilisation Of Provisions - Early Departure,Ox14 3db,Wga Only
11/01/2024,Grant-in-aid To Arms Length Bodies,"Desnz - Net Zero, Nuclear & International - Desnz - New Nuclear Strategy And Fusion Energy And Advanced Nuclear Technologies",Uk Atomic Energy Authority (Ukaea),563696,24541617.29,Desnz - Ukaea Financing-grant-in-aid To Arms Length Bodies,Ox14 3db,Wga Only
16/01/2024,Other Professional Services,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,Reed Specialist Recruitment Ltd,560441,111240,Desnz - Energy Bills Support Scheme-other Professional Services,Sw20 0ba,Vendor
29/01/2024,Outsourced Programme Management,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Res Q Ltd,566924,33804.89,Desnz - Energy Savings Advice Service-outsourced Programme Management,Hu1 3jz,Grant
09/01/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Carbon Trust Advisory Ltd,562779,29953,Desnz - Delivery Of Beis Energy Innovation-r & D Outsourced Other,Se1 9nt,Vendor
29/01/2024,It Infrastructure Support,Desnz - Energy Markets & Supply - Desnz - Analysis Directorate,North Sea Transition Authority,567122,39843.24,Desnz - Desnz Corporate Services Admin-it Infrastructure Support,Wc1b 3hf,Wga Only
30/01/2024,R & D Economic Consultancy And Research,Desnz - Energy Markets & Supply - Desnz - Analysis Directorate,Building Research Establishment Ltd (Bre),567587,155506,Desnz - Energy Statistics And Data-r & D Economic Consultancy And Research,Wd25 9xx,Vendor
11/01/2024,Outsourced Programme Management,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,Oxford Computer Consultant Ltd,560890,31365,Desnz - Dwp Warm Home Discount Delivery-outsourced Programme Management,Ox1 2ep,Vendor
11/01/2024,Outsourced Programme Management,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,Oxford Computer Consultant Ltd,561021,27841.25,Desnz - Dwp Warm Home Discount Delivery-outsourced Programme Management,Ox1 2ep,Vendor
11/01/2024,Technical Advice / Services & Support,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,Serco Ltd,561475,897105.72,Desnz - Dwp Warm Home Discount Delivery-technical Advice / Services & Support,Rg27 9uy,Vendor
